idx,phi_re,phi_im,psi_re,psi_im
2136,1.145568,-0.829261,-0.586376,-0.810039
2137,1.098791,-0.890314,-0.629547,-0.776962
2138,1.048763,-0.948734,-0.670856,-0.741587
2139,0.995633,-1.004348,-0.710181,-0.704019
2140,0.939558,-1.056991,-0.747406,-0.664368
2141,0.880704,-1.106508,-0.782419,-0.622752
2142,0.819245,-1.152752,-0.815119,-0.579294
2143,0.755363,-1.195586,-0.845407,-0.534122
2144,0.689246,-1.234884,-0.873195,-0.487371
2145,0.621091,-1.270530,-0.898400,-0.439178
2146,0.551099,-1.302417,-0.920948,-0.389686
2147,0.479477,-1.330452,-0.940771,-0.339041
2148,0.406437,-1.354551,-0.957812,-0.287394
2149,0.332194,-1.374644,-0.972020,-0.234897
2150,0.256969,-1.390671,-0.983353,-0.181704
2151,0.180983,-1.402585,-0.991777,-0.127975
2152,0.104463,-1.410350,-0.997268,-0.073866
2153,0.027633,-1.413944,-0.999809,-0.019540
2154,-0.049278,-1.413355,-0.999393,0.034845
2155,-0.126044,-1.408585,-0.996020,0.089126
2156,-0.202437,-1.399650,-0.989702,0.143144
2157,-0.278231,-1.386574,-0.980456,0.196739
2158,-0.353202,-1.369397,-0.968310,0.249751
2159,-0.427128,-1.348170,-0.953300,0.302025
2160,-0.499791,-1.322955,-0.935470,0.353405
2161,-0.570975,-1.293827,-0.914874,0.403741
2162,-0.640471,-1.260871,-0.891571,0.452882
2163,-0.708073,-1.224187,-0.865631,0.500683
2164,-0.773579,-1.183881,-0.837130,0.547003
2165,-0.836798,-1.140074,-0.806154,0.591706
2166,-0.897542,-1.092894,-0.772793,0.634658
2167,-0.955631,-1.042482,-0.737146,0.675733
2168,-1.010893,-0.988987,-0.699319,0.714809
2169,-1.063165,-0.932566,-0.659424,0.751772
2170,-1.112293,-0.873387,-0.617578,0.786510
2171,-1.158131,-0.811624,-0.573905,0.818922
2172,-1.200543,-0.747461,-0.528535,0.848912
2173,-1.239403,-0.681087,-0.481601,0.876391
2174,-1.274598,-0.612698,-0.433243,0.901277
2175,-1.306023,-0.542497,-0.383603,0.923498
2176,-1.333585,-0.470691,-0.332829,0.942987
2177,-1.357203,-0.397494,-0.281070,0.959687
2178,-1.376806,-0.323120,-0.228480,0.973549
2179,-1.392336,-0.247791,-0.175214,0.984530
2180,-1.403748,-0.171728,-0.121430,0.992600
2181,-1.411008,-0.095158,-0.067287,0.997734
2182,-1.414095,-0.018307,-0.012945,0.999916
2183,-1.412999,0.058599,0.041436,0.999141
2184,-1.407723,0.135332,0.095694,0.995411
2185,-1.398284,0.211664,0.149669,0.988736
2186,-1.384709,0.287370,0.203201,0.979137
2187,-1.367038,0.362226,0.256132,0.966642
2188,-1.345323,0.436011,0.308306,0.951287
2189,-1.319629,0.508506,0.359568,0.933119
2190,-1.290032,0.579497,0.409766,0.912191
2191,-1.256620,0.648774,0.458752,0.888564
2192,-1.219490,0.716131,0.506381,0.862310
2193,-1.178753,0.781371,0.552513,0.833504
2194,-1.134530,0.844300,0.597010,0.802234
2195,-1.086951,0.904731,0.639741,0.768590
2196,-1.036157,0.962486,0.680580,0.732673
2197,-0.982298,1.017394,0.719406,0.694589
2198,-0.925533,1.069293,0.756105,0.654451
2199,-0.866031,1.118029,0.790566,0.612377
2200,-0.803968,1.163459,0.822689,0.568491
2201,-0.739526,1.205446,0.852379,0.522924
2202,-0.672897,1.243869,0.879548,0.475810
2203,-0.604278,1.278612,0.904115,0.427289
2204,-0.533871,1.309573,0.926008,0.377504
2205,-0.461885,1.336661,0.945162,0.326602
2206,-0.388533,1.359795,0.961520,0.274734
2207,-0.314032,1.378907,0.975034,0.222054
2208,-0.238602,1.393940,0.985665,0.168717
2209,-0.162466,1.404850,0.993379,0.114881
2210,-0.085850,1.411605,0.998156,0.060705
2211,-0.008979,1.414185,0.999980,0.006349
2212,0.067918,1.412582,0.998846,-0.048025
2213,0.144614,1.406800,0.994758,-0.102257
2214,0.220882,1.396858,0.987727,-0.156187
2215,0.296497,1.382783,0.977775,-0.209655
2216,0.371235,1.364619,0.964931,-0.262503
2217,0.444874,1.342418,0.949233,-0.314574
2218,0.517198,1.316247,0.930727,-0.365715
2219,0.587993,1.286182,0.909468,-0.415774
2220,0.657048,1.252313,0.885519,-0.464603
2221,0.724159,1.214740,0.858951,-0.512058
2222,0.789129,1.173574,0.829842,-0.557998
2223,0.851764,1.128936,0.798279,-0.602288
2224,0.911880,1.080960,0.764354,-0.644797
2225,0.969299,1.029786,0.728169,-0.685398
2226,1.023851,0.975566,0.689829,-0.723972
2227,1.075375,0.918460,0.649450,-0.760405
2228,1.123717,0.858638,0.607149,-0.794588
2229,1.168736,0.796276,0.563052,-0.826421
2230,1.210298,0.731559,0.517291,-0.855810
2231,1.248280,0.664678,0.469999,-0.882667
2232,1.282570,0.595831,0.421316,-0.906914
2233,1.313066,0.525222,0.371388,-0.928478
2234,1.339678,0.453059,0.320361,-0.947296
2235,1.362328,0.379556,0.268387,-0.963311
2236,1.380948,0.304930,0.215618,-0.976478
2237,1.395484,0.229403,0.162212,-0.986756
2238,1.405891,0.153197,0.108326,-0.994115
2239,1.412141,0.076537,0.054120,-0.998534
2240,1.414214,-0.000348,-0.000246,-1.000000
2241,1.412103,-0.077233,-0.054612,-0.998508
2242,1.405816,-0.153889,-0.108816,-0.994062
2243,1.395370,-0.230090,-0.162698,-0.986676
2244,1.380798,-0.305611,-0.216099,-0.976371
2245,1.362141,-0.380227,-0.268861,-0.963179
2246,1.339455,-0.453719,-0.320828,-0.947138
2247,1.312807,-0.525869,-0.371845,-0.928295
2248,1.282276,-0.596463,-0.421763,-0.906706
2249,1.247952,-0.665293,-0.470433,-0.882436
2250,1.209937,-0.732156,-0.517712,-0.855555
2251,1.168344,-0.796852,-0.563460,-0.826144
2252,1.123294,-0.859192,-0.607540,-0.794289
2253,1.074922,-0.918990,-0.649824,-0.760085
2254,1.023370,-0.976070,-0.690186,-0.723632
2255,0.968792,-1.030263,-0.728506,-0.685039
2256,0.911348,-1.081409,-0.764672,-0.644420
2257,0.851208,-1.129356,-0.798575,-0.601895
2258,0.788551,-1.173963,-0.830117,-0.557589
2259,0.723561,-1.215097,-0.859203,-0.511635
2260,0.656431,-1.252637,-0.885748,-0.464167
2261,0.587359,-1.286472,-0.909673,-0.415325
2262,0.516550,-1.316501,-0.930907,-0.365256
2263,0.444213,-1.342637,-0.949388,-0.314106
2264,0.370562,-1.364802,-0.965061,-0.262027
2265,0.295815,-1.382929,-0.977879,-0.209173
2266,0.220194,-1.396966,-0.987804,-0.155700
2267,0.143920,-1.406871,-0.994808,-0.101767
2268,0.067222,-1.412615,-0.998870,-0.047533
2269,-0.009676,-1.414180,-0.999977,0.006842
2270,-0.086545,-1.411563,-0.998126,0.061197
2271,-0.163158,-1.404770,-0.993323,0.115370
2272,-0.239289,-1.393822,-0.985581,0.169203
2273,-0.314711,-1.378752,-0.974925,0.222534
2274,-0.389203,-1.359603,-0.961385,0.275208
2275,-0.462544,-1.336433,-0.945001,0.327068
2276,-0.534516,-1.309310,-0.925822,0.377960
2277,-0.604908,-1.278314,-0.903905,0.427734
2278,-0.673510,-1.243537,-0.879314,0.476243
2279,-0.740120,-1.205082,-0.852122,0.523344
2280,-0.804541,-1.163062,-0.822409,0.568896
2281,-0.866582,-1.117603,-0.790264,0.612766
2282,-0.926060,-1.068837,-0.755782,0.654823
2283,-0.982799,-1.016910,-0.719064,0.694944
2284,-1.036631,-0.961975,-0.680219,0.733009
2285,-1.087396,-0.904195,-0.639363,0.768905
2286,-1.134946,-0.843741,-0.596615,0.802528
2287,-1.179138,-0.780790,-0.552102,0.833777
2288,-1.219843,-0.715531,-0.505956,0.862559
2289,-1.256939,-0.648154,-0.458314,0.888790
2290,-1.290318,-0.578861,-0.409317,0.912392
2291,-1.319880,-0.507855,-0.359108,0.933296
2292,-1.345538,-0.435348,-0.307837,0.951439
2293,-1.367216,-0.361552,-0.255656,0.966768
2294,-1.384850,-0.286688,-0.202719,0.979237
2295,-1.398388,-0.210975,-0.149182,0.988810
2296,-1.407790,-0.134638,-0.095203,0.995458
2297,-1.413028,-0.057903,-0.040944,0.999161
2298,-1.414086,0.019003,0.013437,0.999910
2299,-1.410961,0.095853,0.067779,0.997700
2300,-1.403664,0.172420,0.121919,0.992540
2301,-1.392214,0.248477,0.175700,0.984444
2302,-1.376646,0.323798,0.228960,0.973436
2303,-1.357007,0.398162,0.281543,0.959549
2304,-1.333353,0.471348,0.333294,0.942823
2305,-1.305756,0.543140,0.384058,0.923309
2306,-1.274296,0.613326,0.433687,0.901064
2307,-1.239068,0.681697,0.482033,0.876153
2308,-1.200174,0.748052,0.528953,0.848651
2309,-1.157731,0.812195,0.574308,0.818639
2310,-1.111863,0.873935,0.617965,0.786206
2311,-1.062706,0.933090,0.659794,0.751447
2312,-1.010406,0.989485,0.699671,0.714465
2313,-0.955117,1.042953,0.737479,0.675370
2314,-0.897003,1.093337,0.773106,0.634277
2315,-0.836237,1.140486,0.806445,0.591309
2316,-0.772996,1.184262,0.837400,0.546591
2317,-0.707469,1.224536,0.865877,0.500256
2318,-0.639850,1.261187,0.891794,0.452442
2319,-0.570338,1.294108,0.915072,0.403290
2320,-0.499139,1.323201,0.935644,0.352945
2321,-0.426464,1.348380,0.953449,0.301555
2322,-0.352527,1.369571,0.968433,0.249274
2323,-0.277547,1.386711,0.980553,0.196256
2324,-0.201747,1.399749,0.989772,0.142657
2325,-0.125350,1.408647,0.996064,0.088636
2326,-0.048582,1.413379,0.999410,0.034353
2327,0.028330,1.413930,0.999799,-0.020032
2328,0.105158,1.410299,0.997232,-0.074358
2329,0.181674,1.402496,0.991714,-0.128463
2330,0.257654,1.390545,0.983264,-0.182189
2331,0.332871,1.374481,0.971905,-0.235375
2332,0.407104,1.354351,0.957671,-0.287866
2333,0.480132,1.330215,0.940604,-0.339505
2334,0.551741,1.302145,0.920756,-0.390140
2335,0.621717,1.270223,0.898184,-0.439621
2336,0.689855,1.234545,0.872955,-0.487801
2337,0.755952,1.195214,0.845144,-0.534539
2338,0.819813,1.152348,0.814833,-0.579695
2339,0.881249,1.106074,0.782113,-0.623137
2340,0.940079,1.056528,0.747078,-0.664736
2341,0.996128,1.003858,0.709834,-0.704369
2342,1.049230,0.948217,0.670491,-0.741918
2343,1.099229,0.889773,0.629164,-0.777272
2344,1.145977,0.828696,0.585977,-0.810328
2345,1.189335,0.765168,0.541056,-0.840987
2346,1.229175,0.699377,0.494534,-0.869158
2347,1.265380,0.631518,0.446550,-0.894759
2348,1.297841,0.561790,0.397245,-0.917712
2349,1.326464,0.490401,0.346766,-0.937952
2350,1.351164,0.417561,0.295260,-0.955417
2351,1.371866,0.343486,0.242881,-0.970056
2352,1.388511,0.268395,0.189784,-0.981826
2353,1.401050,0.192510,0.136125,-0.990692
2354,1.409444,0.116056,0.082064,-0.996627
2355,1.413669,0.039259,0.027760,-0.999615
2356,1.413712,-0.037655,-0.026626,-0.999645
2357,1.409574,-0.114457,-0.080933,-0.996720
2358,1.401267,-0.190921,-0.135001,-0.990845
2359,1.388815,-0.266820,-0.188670,-0.982041
2360,1.372255,-0.341930,-0.241781,-0.970331
2361,1.351636,-0.416028,-0.294176,-0.955751
2362,1.327020,-0.488896,-0.345701,-0.938345
2363,1.298478,-0.560317,-0.396204,-0.918162
2364,1.266095,-0.630082,-0.445535,-0.895264
2365,1.229968,-0.697982,-0.493548,-0.869718
2366,1.190202,-0.763819,-0.540101,-0.841600
2367,1.146916,-0.827396,-0.585057,-0.810992
2368,1.100238,-0.888525,-0.628282,-0.777986
2369,1.050305,-0.947027,-0.669649,-0.742678
2370,0.997266,-1.002727,-0.709035,-0.705173
2371,0.941276,-1.055461,-0.746324,-0.665583
2372,0.882503,-1.105074,-0.781405,-0.624024
2373,0.821120,-1.151418,-0.814175,-0.580619
2374,0.757307,-1.194356,-0.844537,-0.535497
2375,0.691255,-1.233761,-0.872401,-0.488791
2376,0.623158,-1.269517,-0.897684,-0.440639
2377,0.553218,-1.301518,-0.920313,-0.391184
2378,0.481641,-1.329670,-0.940219,-0.340572
2379,0.408640,-1.353888,-0.957344,-0.288952
2380,0.334430,-1.374102,-0.971637,-0.236478
2381,0.259231,-1.390252,-0.983056,-0.183304
2382,0.183265,-1.402289,-0.991568,-0.129588
2383,0.106757,-1.410178,-0.997147,-0.075489
2384,0.029934,-1.413897,-0.999776,-0.021166
2385,-0.046979,-1.413433,-0.999448,0.033219
2386,-0.123752,-1.408789,-0.996164,0.087506
2387,-0.200159,-1.399977,-0.989933,0.141534
2388,-0.268679,-1.508346,-0.984503,0.175368
2389,-0.324183,-1.701442,-0.982328,0.187167
2390,-0.368065,-1.842991,-0.980635,0.195843
2391,-0.396187,-1.929358,-0.979561,0.201149
2392,-0.405870,-1.958384,-0.979192,0.202935
2393,-0.396187,-1.929358,-0.979561,0.201149
2394,-0.365437,-1.896973,-0.981946,0.189164
2395,-0.327600,-1.903872,-0.985517,0.169578
2396,-0.289633,-1.910017,-0.988697,0.149925
2397,-0.251551,-1.915404,-0.991486,0.130212
2398,-0.213370,-1.920032,-0.993882,0.110448
2399,-0.175104,-1.923900,-0.995884,0.090640
2400,-0.136768,-1.927004,-0.997491,0.070797
2401,-0.098379,-1.929345,-0.998703,0.050925
2402,-0.059950,-1.930921,-0.999518,0.031033
2403,-0.021498,-1.931732,-0.999938,0.011128
2404,0.016963,-1.931777,-0.999961,-0.008781
2405,0.055417,-1.931057,-0.999588,-0.028686
2406,0.093849,-1.929571,-0.998819,-0.048580
2407,0.132244,-1.927320,-0.997654,-0.068455
2408,0.170587,-1.924305,-0.996094,-0.088302
2409,0.208862,-1.920528,-0.994138,-0.108115
2410,0.247054,-1.915989,-0.991789,-0.127885
2411,0.285148,-1.910691,-0.989047,-0.147604
2412,0.323130,-1.904636,-0.985912,-0.167264
2413,0.360983,-1.897826,-0.982387,-0.186858
2414,0.398693,-1.890263,-0.978472,-0.206379
2415,0.436245,-1.881951,-0.974170,-0.225817
2416,0.473624,-1.872894,-0.969481,-0.245166
2417,0.510815,-1.863094,-0.964408,-0.264417
2418,0.547804,-1.852555,-0.958953,-0.283564
2419,0.584576,-1.841283,-0.953118,-0.302599
2420,0.621116,-1.829280,-0.946905,-0.321513
2421,0.657410,-1.816552,-0.940317,-0.340301
2422,0.693444,-1.803105,-0.933356,-0.358953
2423,0.729202,-1.788942,-0.926025,-0.377463
2424,0.764671,-1.774071,-0.918327,-0.395823
2425,0.799838,-1.758497,-0.910265,-0.414027
2426,0.834687,-1.742225,-0.901842,-0.432066
2427,0.869206,-1.725263,-0.893062,-0.449934
2428,0.903380,-1.707617,-0.883928,-0.467624
2429,0.937196,-1.689294,-0.874443,-0.485128
2430,0.970640,-1.670302,-0.864612,-0.502440
2431,1.003700,-1.650648,-0.854438,-0.519553
2432,1.036362,-1.630339,-0.843926,-0.536460
2433,1.068613,-1.609384,-0.833079,-0.553155
2434,1.100441,-1.587791,-0.821901,-0.569630
2435,1.131832,-1.565569,-0.810398,-0.585879
2436,1.162775,-1.542727,-0.798574,-0.601897
2437,1.193257,-1.519273,-0.786433,-0.617675
2438,1.223266,-1.495216,-0.773981,-0.633209
2439,1.252790,-1.470567,-0.761222,-0.648492
2440,1.281817,-1.445336,-0.748161,-0.663517
2441,1.310337,-1.419531,-0.734803,-0.678280
2442,1.338337,-1.393164,-0.721155,-0.692774
2443,1.365807,-1.366244,-0.707220,-0.706993
2444,1.392735,-1.338783,-0.693005,-0.720933
2445,1.419111,-1.310792,-0.678516,-0.734586
2446,1.444925,-1.282280,-0.663757,-0.747948
2447,1.470166,-1.253261,-0.648736,-0.761014
2448,1.494824,-1.223745,-0.633457,-0.773778
2449,1.518890,-1.193743,-0.617927,-0.786235
2450,1.542354,-1.163269,-0.602152,-0.798381
2451,1.565207,-1.132334,-0.586139,-0.810211
2452,1.587439,-1.100949,-0.569893,-0.821719
2453,1.609042,-1.069129,-0.553422,-0.832901
2454,1.630007,-1.036884,-0.536731,-0.843754
2455,1.650326,-1.004229,-0.519827,-0.854272
2456,1.669991,-0.971175,-0.502717,-0.864451
2457,1.688994,-0.937737,-0.485408,-0.874288
2458,1.707327,-0.903927,-0.467907,-0.883778
2459,1.724984,-0.869758,-0.450220,-0.892918
2460,1.741957,-0.835245,-0.432355,-0.901704
2461,1.758240,-0.800401,-0.414318,-0.910132
2462,1.773826,-0.765240,-0.396117,-0.918200
2463,1.788709,-0.729775,-0.377759,-0.925904
2464,1.802883,-0.694021,-0.359252,-0.933241
2465,1.816342,-0.657992,-0.340602,-0.940208
2466,1.829081,-0.621702,-0.321817,-0.946802
2467,1.841095,-0.585166,-0.302904,-0.953021
2468,1.852380,-0.548398,-0.283872,-0.958862
2469,1.862930,-0.511412,-0.264726,-0.964324
2470,1.872742,-0.474224,-0.245476,-0.969403
2471,1.881812,-0.436848,-0.226129,-0.974097
2472,1.890135,-0.399298,-0.206692,-0.978406
2473,1.897710,-0.361591,-0.187173,-0.982327
2474,1.904532,-0.323740,-0.167580,-0.985858
2475,1.910600,-0.285760,-0.147921,-0.988999
2476,1.915910,-0.247668,-0.128202,-0.991748
2477,1.920461,-0.209477,-0.108433,-0.994104
2478,1.924251,-0.171203,-0.088621,-0.996065
2479,1.927277,-0.132862,-0.068774,-0.997632
2480,1.929541,-0.094468,-0.048900,-0.998804
2481,1.931039,-0.056036,-0.029006,-0.999579
2482,1.931772,-0.017582,-0.009101,-0.999959
2483,1.931739,0.020879,0.010808,-0.999942
2484,1.930940,0.059332,0.030712,-0.999528
2485,1.929376,0.097761,0.050605,-0.998719
2486,1.927048,0.136151,0.070477,-0.997513
2487,1.923956,0.174487,0.090321,-0.995913
2488,1.920101,0.212755,0.110130,-0.993917
2489,1.915485,0.250937,0.129895,-0.991528
2490,1.910109,0.289021,0.149608,-0.988745
2491,1.903977,0.326990,0.169262,-0.985571
2492,1.897090,0.364829,0.188849,-0.982006
2493,1.889451,0.402524,0.208362,-0.978052
2494,1.881063,0.440059,0.227791,-0.973710
2495,1.871930,0.477420,0.247131,-0.968982
2496,1.862054,0.514591,0.266372,-0.963870
2497,1.851441,0.551559,0.285508,-0.958376
2498,1.840094,0.588307,0.304530,-0.952503
2499,1.828017,0.624823,0.323432,-0.946251
2500,1.815216,0.661091,0.342206,-0.939625
2501,1.801695,0.697097,0.360844,-0.932626
2502,1.787461,0.732827,0.379339,-0.925258
2503,1.772517,0.768266,0.397684,-0.917523
2504,1.756872,0.803401,0.415871,-0.909424
2505,1.740529,0.838217,0.433893,-0.900964
2506,1.723497,0.872701,0.451743,-0.892148
2507,1.705782,0.906839,0.469415,-0.882978
2508,1.687391,0.940618,0.486900,-0.873458
2509,1.668331,0.974024,0.504192,-0.863592
2510,1.648610,1.007044,0.521284,-0.853383
2511,1.628235,1.039665,0.538170,-0.842836
2512,1.607215,1.071873,0.554842,-0.831955
2513,1.585557,1.103657,0.571295,-0.820745
2514,1.563272,1.135003,0.587521,-0.809209
2515,1.540366,1.165900,0.603514,-0.797352
2516,1.516851,1.196334,0.619268,-0.785180
2517,1.492734,1.226294,0.634777,-0.772696
2518,1.468025,1.255768,0.650033,-0.759906
2519,1.442734,1.284745,0.665033,-0.746814
2520,1.416872,1.313212,0.679768,-0.733427
2521,1.390448,1.341158,0.694235,-0.719749
2522,1.363473,1.368573,0.708426,-0.705785
2523,1.335957,1.395446,0.722336,-0.691542
2524,1.307912,1.421765,0.735960,-0.677025
2525,1.279349,1.447521,0.749292,-0.662240
2526,1.250278,1.472703,0.762327,-0.647192
2527,1.220712,1.497302,0.775061,-0.631887
2528,1.190662,1.521307,0.787486,-0.616332
2529,1.160140,1.544709,0.799600,-0.600533
2530,1.129158,1.567499,0.811397,-0.584495
2531,1.097729,1.589667,0.822872,-0.568226
2532,1.065865,1.611206,0.834021,-0.551732
2533,1.033578,1.632105,0.844840,-0.535019
2534,1.000881,1.652358,0.855324,-0.518094
2535,0.967788,1.671956,0.865468,-0.500964
2536,0.934311,1.690891,0.875270,-0.483635
2537,0.900464,1.709156,0.884724,-0.466114
2538,0.866260,1.726744,0.893828,-0.448409
2539,0.831713,1.743647,0.902578,-0.430526
2540,0.796835,1.759859,0.910970,-0.412472
2541,0.761643,1.775374,0.919001,-0.394255
2542,0.726148,1.790184,0.926668,-0.375882
2543,0.690365,1.804286,0.933967,-0.357359
2544,0.654309,1.817672,0.940896,-0.338695
2545,0.617993,1.830337,0.947452,-0.319897
2546,0.581433,1.842278,0.953633,-0.300972
2547,0.544642,1.853488,0.959436,-0.281927
2548,0.507635,1.863963,0.964858,-0.262771
2549,0.470427,1.873699,0.969898,-0.243511
2550,0.433032,1.882693,0.974554,-0.224154
2551,0.395466,1.890941,0.978823,-0.204708
2552,0.357743,1.898439,0.982704,-0.185181
2553,0.319878,1.905185,0.986196,-0.165581
2554,0.281887,1.911175,0.989297,-0.145915
2555,0.243784,1.916408,0.992006,-0.126192
2556,0.205584,1.920882,0.994321,-0.106418
2557,0.167302,1.924594,0.996243,-0.086602
2558,0.128955,1.927543,0.997770,-0.066752
2559,0.090556,1.929728,0.998901,-0.046875
2560,0.052121,1.931148,0.999636,-0.026980
2561,0.013666,1.931803,0.999975,-0.007074
2562,-0.024795,1.931693,0.999918,0.012835
2563,-0.063246,1.930816,0.999464,0.032738
2564,-0.101671,1.929174,0.998614,0.052629
2565,-0.140057,1.926768,0.997368,0.072499
2566,-0.178387,1.923598,0.995728,0.092340
2567,-0.216646,1.919665,0.993692,0.112144
2568,-0.254820,1.914972,0.991262,0.131904
2569,-0.292892,1.909520,0.988440,0.151612
2570,-0.330849,1.903310,0.985226,0.171260
2571,-0.368674,1.896347,0.981621,0.190840
2572,-0.406353,1.888631,0.977627,0.210344
2573,-0.443871,1.880167,0.973246,0.229765
2574,-0.481213,1.870958,0.968479,0.249094
2575,-0.518365,1.861008,0.963328,0.268325
2576,-0.555310,1.850319,0.957796,0.287450
2577,-0.592036,1.838897,0.951883,0.306461
2578,-0.628527,1.826747,0.945594,0.325350
2579,-0.664769,1.813872,0.938929,0.344110
2580,-0.700748,1.800279,0.931893,0.362734
2581,-0.736449,1.785971,0.924487,0.381214
2582,-0.771858,1.770956,0.916714,0.399543
2583,-0.806961,1.755239,0.908579,0.417714
2584,-0.841744,1.738827,0.900083,0.435719
2585,-0.876193,1.721725,0.891230,0.453551
2586,-0.910295,1.703940,0.882025,0.471204
2587,-0.944037,1.685481,0.872469,0.488669
2588,-0.977404,1.666353,0.862568,0.505941
2589,-1.010384,1.646565,0.852325,0.523013
2590,-1.042963,1.626124,0.841744,0.539877
2591,-1.075129,1.605038,0.830829,0.556528
2592,-1.106869,1.583317,0.819585,0.572957
2593,-1.138170,1.560968,0.808016,0.589160
2594,-1.169020,1.538000,0.796127,0.605129
2595,-1.199406,1.514422,0.783923,0.620858
2596,-1.229317,1.490245,0.771407,0.636342
2597,-1.258741,1.465476,0.758586,0.651573
2598,-1.287666,1.440127,0.745465,0.666545
2599,-1.316081,1.414207,0.732047,0.681254
2600,-1.343974,1.387726,0.718340,0.695692
2601,-1.371334,1.360696,0.704348,0.709855
2602,-1.398151,1.333126,0.690077,0.723736
2603,-1.424414,1.305027,0.675532,0.737331
2604,-1.450112,1.276412,0.660719,0.750633
2605,-1.475235,1.247290,0.645645,0.763638
2606,-1.499773,1.217674,0.630315,0.776340
2607,-1.523717,1.187576,0.614734,0.788734
2608,-1.547057,1.157006,0.598911,0.800816
2609,-1.569784,1.125979,0.582849,0.812580
2610,-1.591889,1.094504,0.566557,0.824022
2611,-1.613363,1.062596,0.550040,0.835138
2612,-1.634197,1.030267,0.533306,0.845923
2613,-1.654384,0.997530,0.516359,0.856372
2614,-1.673914,0.964397,0.499209,0.866482
2615,-1.692782,0.930882,0.481860,0.876248
2616,-1.710978,0.896998,0.464320,0.885667
2617,-1.728496,0.862758,0.446596,0.894736
2618,-1.745329,0.828176,0.428696,0.903449
2619,-1.761471,0.793266,0.410625,0.911804
2620,-1.776914,0.758042,0.392391,0.919798
2621,-1.791653,0.722517,0.374003,0.927428
2622,-1.805681,0.686706,0.355465,0.934689
2623,-1.818994,0.650623,0.336787,0.941581
2624,-1.831586,0.614282,0.317976,0.948099
2625,-1.843452,0.577697,0.299038,0.954241
2626,-1.854588,0.540883,0.279982,0.960005
2627,-1.864988,0.503855,0.260815,0.965389
2628,-1.874649,0.466628,0.241544,0.970390
2629,-1.883567,0.429215,0.222178,0.975006
2630,-1.891739,0.391632,0.202724,0.979236
2631,-1.899160,0.353894,0.183189,0.983078
2632,-1.905829,0.316016,0.163582,0.986530
2633,-1.911743,0.278012,0.143910,0.989591
2634,-1.916898,0.239898,0.124181,0.992260
2635,-1.921294,0.201690,0.104402,0.994535
2636,-1.924929,0.163401,0.084582,0.996416
2637,-1.927800,0.125047,0.064729,0.997903
2638,-1.929908,0.086644,0.044850,0.998994
2639,-1.931250,0.048207,0.024954,0.999689
2640,-1.931827,0.009750,0.005047,0.999987
2641,-1.931638,-0.028710,-0.014862,0.999890
2642,-1.930684,-0.067159,-0.034764,0.999396
2643,-1.928964,-0.105582,-0.054653,0.998505
2644,-1.926480,-0.143962,-0.074520,0.997219
2645,-1.923232,-0.182286,-0.094358,0.995538
2646,-1.919222,-0.220537,-0.114158,0.993463
2647,-1.914451,-0.258701,-0.133914,0.990993
2648,-1.908922,-0.296762,-0.153616,0.988131
2649,-1.902636,-0.334706,-0.173257,0.984877
2650,-1.895595,-0.372517,-0.192829,0.981232
2651,-1.887804,-0.410181,-0.212325,0.977199
2652,-1.879264,-0.447681,-0.231737,0.972778
2653,-1.869979,-0.485005,-0.251057,0.967972
2654,-1.812855,-0.495628,-0.263718,0.964600
2655,-1.666633,-0.471524,-0.272235,0.962231
2656,-1.469113,-0.434745,-0.283759,0.958896
2657,-1.227202,-0.382987,-0.297911,0.954594
2658,-0.949349,-0.314223,-0.314223,0.949349
2659,-0.645202,-0.227213,-0.332162,0.943222
2660,-0.479604,-0.194754,-0.376236,0.926524
2661,-0.463823,-0.229819,-0.443977,0.896038
2662,-0.445483,-0.263617,-0.509268,0.860608
2663,-0.424685,-0.295959,-0.571749,0.820428
2664,-0.401543,-0.326669,-0.631075,0.775722
2665,-0.376185,-0.355575,-0.686919,0.726734
2666,-0.348752,-0.382520,-0.738971,0.673737
2667,-0.319394,-0.407353,-0.786946,0.617021
2668,-0.288273,-0.429939,-0.830579,0.556901
2669,-0.255562,-0.450153,-0.869628,0.493708
2670,-0.221440,-0.467882,-0.903878,0.427790
2671,-0.186097,-0.483029,-0.933141,0.359511
2672,-0.149726,-0.495511,-0.957254,0.289249
2673,-0.112530,-0.505259,-0.976085,0.217390
2674,-0.074712,-0.512218,-0.989529,0.144332
2675,-0.036482,-0.516351,-0.997513,0.070478
2676,0.001949,-0.517634,-0.999993,-0.003766
2677,0.040370,-0.516061,-0.996954,-0.077989
2678,0.078568,-0.511641,-0.988414,-0.151781
2679,0.116332,-0.504397,-0.974420,-0.224736
2680,0.153454,-0.494369,-0.955048,-0.296450
2681,0.189729,-0.481614,-0.930407,-0.366529
2682,0.224958,-0.466201,-0.900631,-0.434585
2683,0.258945,-0.448215,-0.865885,-0.500243
2684,0.291503,-0.427756,-0.826361,-0.563141
2685,0.322453,-0.404936,-0.782277,-0.622931
2686,0.351623,-0.379882,-0.733876,-0.679283
2687,0.378853,-0.352732,-0.681426,-0.731887
2688,0.403992,-0.323635,-0.625215,-0.780453
2689,0.426902,-0.292752,-0.565554,-0.824711
2690,0.447456,-0.260254,-0.502772,-0.864419
2691,0.465541,-0.226320,-0.437216,-0.899357
2692,0.481057,-0.191136,-0.369247,-0.929331
2693,0.493919,-0.154898,-0.299241,-0.954178
