0.000000,6.809734e-02
0.038462,3.429181e-03
0.076923,3.610746e-03
0.115385,3.769220e-03
0.153846,3.903723e-03
0.192308,4.013540e-03
0.230769,4.098126e-03
0.269231,4.157102e-03
0.307692,4.190260e-03
0.346154,4.197557e-03
0.384615,4.179112e-03
0.423077,4.135176e-03
0.461538,4.066250e-03
0.500000,3.972890e-03
0.538462,3.855824e-03
0.576923,3.715919e-03
0.615385,3.554169e-03
0.653846,3.371687e-03
0.692308,3.169695e-03
0.730769,3.076916e-03
0.769231,3.295800e-03
0.807692,3.495776e-03
0.846154,3.675852e-03
0.884615,3.835169e-03
0.923077,3.973001e-03
0.961538,4.088758e-03
1.000000,4.181984e-03
1.038462,4.252361e-03
1.076923,4.299704e-03
1.115385,4.323964e-03
1.153846,4.325217e-03
1.192308,4.303670e-03
1.230769,4.259650e-03
1.269231,4.193603e-03
1.307692,4.106087e-03
1.346154,3.997765e-03
1.384615,3.869402e-03
1.423077,3.721854e-03
1.461538,3.556066e-03
1.500000,3.373056e-03
1.538462,3.173918e-03
1.576923,3.255967e-03
1.615385,3.457392e-03
1.653846,3.642044e-03
1.692308,3.809234e-03
1.730769,3.958374e-03
1.769231,4.088978e-03
1.807692,4.200662e-03
1.846154,4.293146e-03
1.884615,4.366246e-03
1.923077,4.419881e-03
1.961538,4.454062e-03
2.000000,4.468893e-03
2.038462,4.464569e-03
2.076923,4.441370e-03
2.115385,4.399657e-03
2.153846,4.339869e-03
2.192308,4.262517e-03
2.230769,4.168180e-03
2.269231,4.057498e-03
2.307692,3.931169e-03
2.346154,3.789945e-03
2.384615,3.634620e-03
2.423077,3.466032e-03
2.461538,3.285053e-03
2.500000,3.335801e-03
2.538462,3.520971e-03
2.576923,3.692691e-03
2.615385,3.850557e-03
2.653846,3.994231e-03
2.692308,4.123446e-03
2.730769,4.238001e-03
2.769231,4.337764e-03
2.807692,4.422663e-03
2.846154,4.492693e-03
2.884615,4.547903e-03
2.923077,4.588405e-03
2.961538,4.614360e-03
3.000000,4.625985e-03
3.038462,4.623543e-03
3.076923,4.607344e-03
3.115385,4.577737e-03
3.153846,4.535113e-03
3.192308,4.479897e-03
