idx,delta_phi_re,delta_phi_im,delta_psi_re,delta_psi_im
2863,-4.80345,8.59736,-5.04531,0.17455
2864,-4.94618,7.96566,-5.07858,-0.068769
2865,-5.02706,7.32938,-5.09996,-0.317459
2866,-5.04503,6.69555,-5.10888,-0.570943
2867,-4.9999,6.07138,-5.10484,-0.828603
2868,-4.89227,5.46419,-5.08733,-1.08977
2869,-4.72364,4.88129,-5.05586,-1.35374
2870,-4.49637,4.32992,-5.00999,-1.61974
2871,-4.2137,3.81708,-4.94932,-1.88698
2872,-3.87971,3.34948,-4.87345,-2.15459
2873,-3.49933,2.93344,-4.78208,-2.4217
2874,-3.07826,2.57475,-4.67491,-2.68734
2875,-2.62295,2.27861,-4.55171,-2.95055
2876,-2.1405,2.04952,-4.41232,-3.21028
2877,-1.63865,1.8912,-4.25663,-3.4655
2878,-1.12563,1.80651,-4.0846,-3.71509
2879,-0.610097,1.7974,-3.89627,-3.95793
2880,-0.101038,1.86481,-3.69174,-4.19287
2881,0.392355,2.00868,-3.47121,-4.41874
2882,0.860793,2.22787,-3.23496,-4.63435
2883,1.29501,2.52016,-2.98336,-4.8385
2884,1.68589,2.88225,-2.71688,-5.03
2885,2.02459,3.30972,-2.43608,-5.20765
2886,2.30267,3.79713,-2.14162,-5.37028
2887,2.51221,4.33798,-1.83425,-5.51673
2888,2.64593,4.92478,-1.51484,-5.64587
2889,2.69734,5.54915,-1.18435,-5.75662
2890,2.66081,6.20186,-0.843838,-5.84794
2891,2.53167,6.8729,-0.494472,-5.91885
2892,2.30635,7.55166,-0.137507,-5.96844
2893,1.98242,8.22696,0.225709,-5.99588
2894,1.55869,8.88722,0.593736,-6.00043
2895,1.03524,9.52058,0.965054,-5.98142
2896,0.413477,10.115,1.33807,-5.93832
2897,-0.303817,10.6586,1.71111,-5.87069
2898,-1.11251,11.1395,2.08245,-5.77823
2899,-2.0071,11.5461,2.45031,-5.66076
2900,-2.98074,11.8675,2.81287,-5.51821
2901,-4.02527,12.0931,3.16829,-5.35071
2902,-5.13133,12.2133,3.51468,-5.15847
2903,-6.2883,12.2194,3.85018,-4.94191
2904,-7.48454,12.1035,4.17292,-4.70155
2905,-8.7074,11.8593,4.48104,-4.43811
2906,-9.94337,11.4814,4.77271,-4.15244
2907,-11.1782,10.966,5.04618,-3.84555
2908,-12.3971,10.3108,5.29973,-3.5186
2909,-13.5847,9.51493,5.53171,-3.17291
2910,-14.7256,8.57925,5.74058,-2.80993
2911,-15.8041,7.50629,5.9249,-2.43127
2912,-16.8047,6.30026,6.08332,-2.03864
2913,-17.7121,4.96707,6.21465,-1.63391
2914,-18.5115,3.5143,6.31781,-1.21904
2915,-19.1887,1.95121,6.3919,-0.796091
2916,-19.7305,0.288651,6.43615,-0.367226
2917,-20.1244,-1.46102,6.44998,0.0653216
2918,-20.3592,-3.284,6.433,0.499256
2919,-20.4251,-5.1652,6.38497,0.932232
2920,-56.961,-23.3433,6.51477,1.26114
2921,-57.0052,-24.6032,6.50003,1.36495
2922,-57.2394,-25.3665,6.49228,1.44635
2923,-57.672,-25.615,6.49247,1.50312
2924,-58.2963,-25.341,6.50111,1.53368
2925,-59.0905,-24.5474,6.51816,1.53706
2926,-22.0736,-6.57357,6.41203,1.45731
2927,-22.9303,-4.71411,6.48689,1.36483
2928,-23.6779,-2.8846,6.55214,1.27373
2929,-24.3177,-1.09056,6.60767,1.18428
2930,-24.8512,0.662787,6.65344,1.09675
2931,-25.2805,2.37048,6.6894,1.01139
2932,-25.6075,4.02789,6.71554,0.928441
2933,-25.8348,5.63067,6.73187,0.848122
2934,-25.9651,7.17478,6.73841,0.770647
2935,-26.0012,8.65655,6.7352,0.696211
2936,-25.9464,10.0726,6.72233,0.624992
2937,-25.804,11.4198,6.69989,0.557152
2938,-25.5775,12.6956,6.66797,0.492834
2939,-25.2705,13.8976,6.62671,0.432169
2940,-24.8869,15.0237,6.57625,0.375263
2941,-24.4307,16.0722,6.51676,0.322211
2942,-23.9058,17.0418,6.44842,0.273083
2943,-23.3164,17.9314,6.37142,0.227937
2944,-22.6667,18.7403,6.28597,0.186809
2945,-21.9609,19.4681,6.19229,0.149718
2946,-21.2033,20.1147,6.09062,0.116665
2947,-20.3982,20.6803,5.98121,0.0876331
2948,-19.5499,21.1655,5.86433,0.0625887
2949,-18.6627,21.571,5.74023,0.0414783
2950,-17.7408,21.8978,5.60921,0.0242359
2951,-16.7885,22.1473,5.47155,0.0107748
2952,-15.8098,22.321,5.32755,0.000995682
2953,-14.8089,22.4207,5.17752,-0.00521687
2954,-13.7898,22.4485,5.02178,-0.00799472
2955,-12.7564,22.4066,4.86063,-0.00748024
2956,-11.7125,22.2973,4.69441,-0.00383255
2957,-10.6619,22.1233,4.52344,0.0027798
2958,-9.60803,21.8873,4.34806,0.0121734
2959,-8.55448,21.5923,4.16861,0.024158
2960,-7.50455,21.2412,3.98541,0.0385293
2961,-6.46145,20.8373,3.79882,0.0550775
2962,-5.42821,20.3838,3.60916,0.073582
2963,-4.40776,19.884,3.4168,0.0938159
2964,-3.40285,19.3414,3.22206,0.115548
2965,-2.41607,18.7595,3.02529,0.138537
2966,-1.44989,18.1418,2.82683,0.162543
2967,-0.506578,17.4918,2.62702,0.187319
2968,0.411722,16.8132,2.42619,0.212618
2969,1.30305,16.1094,2.22469,0.238189
2970,2.16558,15.3841,2.02283,0.263784
2971,2.99766,14.6408,1.82096,0.289153
2972,3.7978,13.883,1.61939,0.31405
2973,4.56464,13.1141,1.41844,0.33823
2974,5.29699,12.3375,1.21844,0.361452
2975,5.99381,11.5566,1.01969,0.38348
2976,6.6542,10.7745,0.822487,0.404082
2977,7.2774,9.99446,0.627144,0.423034
2978,7.86279,9.21944,0.433949,0.440119
2979,8.40989,8.45237,0.243192,0.455128
2980,8.91835,7.69607,0.0551513,0.467858
2981,9.38793,6.9532,-0.129898,0.478121
2982,9.81852,6.22632,-0.311691,0.485734
2983,10.2102,5.51783,-0.489966,0.490527
2984,10.5629,4.82999,-0.664472,0.492343
2985,10.8771,4.1649,-0.834966,0.491034
2986,11.1529,3.52454,-1.00121,0.486468
2987,11.3909,2.91068,-1.16298,0.478524
2988,11.5915,2.32499,-1.32006,0.467095
2989,11.7553,1.76893,-1.47224,0.452087
2990,11.883,1.24382,-1.61931,0.433424
2991,11.9754,0.750828,-1.7611,0.41104
2992,12.0333,0.290921,-1.8974,0.384886
2993,12.0575,-0.135062,-2.02806,0.354929
2994,12.0491,-0.52645,-2.15292,0.321149
2995,12.009,-0.882752,-2.27181,0.283543
2996,11.9384,-1.20361,-2.38461,0.242121
2997,11.8382,-1.48884,-2.49117,0.196912
2998,11.7097,-1.73839,-2.59139,0.147957
2999,11.5541,-1.95237,-2.68515,0.0953113
3000,11.3726,-2.13102,-2.77236,0.0390482
3001,11.1665,-2.27474,-2.85292,-0.0207475
3002,10.937,-2.38405,-2.92678,-0.0839754
3003,10.6855,-2.45957,-2.99385,-0.150521
3004,10.4134,-2.50208,-3.0541,-0.220258
3005,10.1219,-2.51248,-3.10749,-0.293045
3006,9.81258,-2.49171,-3.15398,-0.36873
3007,9.48672,-2.44088,-3.19356,-0.447147
3008,9.14576,-2.36118,-3.22623,-0.528121
3009,8.79113,-2.25385,-3.252,-0.611465
3010,8.42425,-2.12023,-3.2709,-0.696982
3011,8.04656,-1.96174,-3.28294,-0.784465
3012,7.6595,-1.77983,-3.28819,-0.8737
3013,7.26451,-1.57603,-3.2867,-0.964463
3014,6.86301,-1.3519,-3.27853,-1.05653
3015,6.45645,-1.10904,-3.26378,-1.14965
3016,6.04625,-0.849072,-3.24254,-1.24359
3017,5.63382,-0.573651,-3.21492,-1.33811
3018,5.22057,-0.28441,-3.18102,-1.43295
3019,4.80789,0.0169791,-3.141,-1.52787
3020,4.39715,0.328869,-3.09497,-1.62259
3021,3.98972,0.649623,-3.04311,-1.71688
3022,3.58692,0.977623,-2.98557,-1.81047
3023,3.19008,1.31129,-2.92252,-1.9031
3024,2.80048,1.64906,-2.85415,-1.99452
3025,2.41937,1.98943,-2.78066,-2.08448
3026,2.04799,2.33094,-2.70224,-2.17273
3027,1.68752,2.67219,-2.61912,-2.25902
3028,1.33913,3.01181,-2.53151,-2.34312
3029,1.00393,3.34854,-2.43964,-2.42478
3030,0.682987,3.68117,-2.34375,-2.50379
3031,0.377325,4.00855,-2.24408,-2.57991
3032,0.0879293,4.32964,-2.14089,-2.65294
3033,-0.184282,4.64344,-2.03443,-2.72266
3034,-0.438442,4.94908,-1.92497,-2.78889
3035,-0.673737,5.24574,-1.81277,-2.85143
3036,-0.889425,5.53271,-1.69811,-2.91012
3037,-1.08481,5.80935,-1.58126,-2.96478
3038,-1.2593,6.07514,-1.4625,-3.01527
3039,-1.41233,6.3296,-1.34211,-3.06143
3040,-1.54344,6.5724,-1.22037,-3.10315
3041,-1.65223,6.80323,-1.09757,-3.14029
3042,-1.73839,7.02192,-0.973993,-3.17277
3043,-1.80168,7.22838,-0.849921,-3.20048
3044,-1.84195,7.42255,-0.725635,-3.22335
3045,-1.85913,7.6045,-0.601419,-3.24131
3046,-1.85324,7.77436,-0.47755,-3.25431
3047,-1.82438,7.93231,-0.354304,-3.26231
3048,-1.77274,8.07861,-0.231953,-3.26528
3049,-1.69862,8.21358,-0.110764,-3.26322
3050,-1.60236,8.33759,0.00899917,-3.25612
3051,-1.48444,8.45105,0.12708,-3.24401
3052,-1.3454,8.55442,0.243226,-3.2269
3053,-1.18586,8.6482,0.357195,-3.20483
3054,-1.00654,8.7329,0.468747,-3.17786
3055,-0.808235,8.80907,0.577652,-3.14606
3056,-0.591827,8.87725,0.68369,-3.10949
3057,-0.358263,8.93802,0.786647,-3.06825
3058,-0.108568,8.99194,0.886316,-3.02243
3059,0.156149,9.03956,0.982505,-2.97214
3060,0.43475,9.08142,1.07503,-2.9175
3061,0.726018,9.11805,1.1637,-2.85863
3062,1.02866,9.14994,1.24837,-2.79568
3063,1.34138,9.17756,1.32887,-2.72878
3064,1.6628,9.20132,1.40506,-2.6581
3065,1.99154,9.22161,1.47681,-2.58378
3066,2.32617,9.23874,1.54398,-2.506
3067,2.66526,9.25301,1.60647,-2.42493
3068,3.00735,9.26461,1.66418,-2.34074
3069,3.35098,9.27371,1.717,-2.25362
3070,3.69471,9.28038,1.76487,-2.16376
3071,4.0371,9.28464,1.8077,-2.07135
3072,4.37673,9.28645,1.84544,-1.97658
3073,4.71222,9.28568,1.87804,-1.87965
3074,5.04223,9.28214,1.90546,-1.78077
3075,5.36546,9.27556,1.92767,-1.68013
3076,5.68067,9.26561,1.94464,-1.57793
3077,5.98668,9.25189,1.95636,-1.47439
3078,6.28242,9.23393,1.96285,-1.36971
3079,6.56684,9.2112,1.96409,-1.26409
3080,6.83903,9.18312,1.96011,-1.15773
3081,7.09816,9.14904,1.95093,-1.05085
3082,7.34349,9.1083,1.93659,-0.943644
3083,7.57442,9.06015,1.91712,-0.836318
3084,7.79043,9.00384,1.89257,-0.729072
3085,7.99114,8.93859,1.863,-0.622105
3086,8.1763,8.86359,1.82847,-0.515617
3087,8.34577,8.77804,1.78905,-0.409804
3088,8.49954,8.68112,1.74482,-0.304858
3089,8.63774,8.57202,1.69585,-0.200972
3090,8.76065,8.44998,1.64223,-0.0983355
3091,8.86864,8.31422,1.58406,0.00286606
3092,8.96223,8.16404,1.52144,0.102449
3093,9.04207,7.99878,1.45447,0.200231
3094,9.10894,7.81782,1.38326,0.296035
3095,9.16373,7.62064,1.30792,0.389683
3096,9.20745,7.40679,1.22858,0.481005
3097,9.2412,7.17588,1.14536,0.569832
3098,9.26621,6.92767,1.05839,0.655995
3099,9.28379,6.662,0.967811,0.739332
3100,9.29533,6.37883,0.873752,0.819683
3101,9.30228,6.07823,0.776363,0.896891
3102,9.30618,5.76043,0.675792,0.970804
3103,9.3086,5.42577,0.572192,1.04127
3104,9.31116,5.07476,0.465724,1.10815
3105,9.31548,4.70804,0.35655,1.17129
3106,9.32322,4.32639,0.244838,1.23056
3107,9.336,3.93076,0.130764,1.28583
3108,9.35546,3.52225,0.0145054,1.33696
3109,9.38318,3.10211,-0.103754,1.38383
3110,9.42069,2.67174,-0.223824,1.42633
3111,9.46946,2.23268,-0.345512,1.46433
3112,9.53088,1.78665,-0.468617,1.49774
3113,9.60625,1.33547,-0.592933,1.52644
3114,9.69674,0.881102,-0.718252,1.55035
3115,9.80341,0.425638,-0.844358,1.56938
3116,9.92716,-0.0287169,-0.971029,1.58343
3117,10.0688,-0.47965,-1.09804,1.59245
3118,10.2288,-0.924771,-1.22516,1.59636
3119,10.4078,-1.3616,-1.35215,1.59512
3120,10.6058,-1.78759,-1.47878,1.58867
3121,10.823,-2.20016,-1.60479,1.57697
3122,11.0591,-2.59667,-1.72994,1.56001
3123,11.3137,-2.97451,-1.85398,1.53776
3124,11.5864,-3.33103,-1.97666,1.51022
3125,11.8761,-3.66363,-2.0977,1.47741
3126,12.1819,-3.96972,-2.21686,1.43934
3127,12.5025,-4.24683,-2.33386,1.39604
3128,12.8363,-4.49252,-2.44845,1.34757
3129,13.1817,-4.70446,-2.56036,1.29398
3130,13.5366,-4.88047,-2.66933,1.23536
3131,13.8989,-5.01847,-2.77509,1.17178
3132,14.2663,-5.1166,-2.87738,1.10337
3133,14.6361,-5.17314,-2.97595,1.03024
3134,15.0056,-5.18658,-3.07054,0.952519
3135,15.3718,-5.15564,-3.16089,0.870371
3136,15.7318,-5.07926,-3.24678,0.78396
3137,16.0823,-4.95666,-3.32795,0.693471
3138,16.4199,-4.78729,-3.40418,0.599101
3139,16.7412,-4.57094,-3.47524,0.501068
3140,17.0427,-4.3076,-3.54094,0.3996
3141,17.3209,-3.99767,-3.60106,0.294943
3142,17.5721,-3.64179,-3.65542,0.187357
3143,17.7927,-3.24093,-3.70384,0.0771155
3144,17.9791,-2.79641,-3.74618,-0.0354948
3145,18.1279,-2.30984,-3.78227,-0.150174
3146,18.2354,-1.78319,-3.812,-0.266611
3147,18.2985,-1.21872,-3.83525,-0.384483
3148,18.3137,-0.619024,-3.85194,-0.503457
3149,18.2781,0.0130012,-3.86199,-0.623193
3150,18.1886,0.674133,-3.86534,-0.743341
3151,18.0427,1.36089,-3.86197,-0.863546
3152,17.8379,2.06951,-3.85188,-0.983447
3153,17.5719,2.79594,-3.83506,-1.10268
3154,17.2429,3.53593,-3.81156,-1.22088
3155,16.8492,4.28496,-3.78144,-1.33767
3156,16.3895,5.03837,-3.74477,-1.4527
3157,15.863,5.79127,-3.70167,-1.56559
3158,15.269,6.53867,-3.65227,-1.67599
3159,14.6073,7.27544,-3.59671,-1.78354
3160,13.8781,7.99638,-3.53517,-1.88789
3161,13.0821,8.6962,-3.46786,-1.98871
3162,12.2203,9.36963,-3.395,-2.08567
3163,11.2941,10.0114,-3.31683,-2.17845
3164,10.3053,10.6162,-3.23361,-2.26676
3165,9.25637,11.179,-3.14564,-2.35031
3166,8.14989,11.6947,-3.05322,-2.42883
3167,6.989,12.1584,-2.95667,-2.50208
3168,5.77725,12.5655,-2.85633,-2.56982
3169,4.51857,12.9114,-2.75257,-2.63185
3170,3.21726,13.192,-2.64575,-2.68799
3171,1.87801,13.4033,-2.53626,-2.73808
3172,0.505821,13.5418,-2.42449,-2.78198
3173,-0.893953,13.6041,-2.31085,-2.81958
3174,-2.3157,13.5875,-2.19575,-2.85082
3175,-3.75349,13.4895,-2.07961,-2.87562
3176,-5.20123,13.3081,-1.96284,-2.89397
3177,-6.65256,13.0418,-1.84588,-2.90588
3178,-8.10098,12.6894,-1.72913,-2.91136
3179,-9.53986,12.2505,-1.61302,-2.91049
3180,-10.9625,11.7249,-1.49796,-2.90335
3181,-12.3621,11.1131,-1.38437,-2.89006
3182,-13.732,10.4162,-1.27263,-2.87076
3183,-15.0653,9.63563,-1.16313,-2.84563
3184,-16.3554,8.77352,-1.05624,-2.81487
3185,-17.5958,7.83246,-0.95232,-2.7787
3186,-53.7988,17.2579,-0.897931,-2.8387
3187,-54.4002,16.4316,-0.884298,-2.82162
3188,-54.8036,15.7406,-0.8834,-2.80072
3189,-55.0073,15.2112,-0.894981,-2.77668
3190,-55.0147,14.8605,-0.918385,-2.75009
3191,-54.8326,14.6954,-0.952605,-2.72148
