-20,-15,0.0209942
-20,-14.8997,0.0187313
-20,-14.7993,0.0169757
-20,-14.699,0.015761
-20,-14.5987,0.0150961
-20,-14.4983,0.0149716
-20,-14.398,0.015356
-20,-14.2977,0.0161981
-20,-14.1973,0.0174287
-20,-14.097,0.0189604
-20,-13.9967,0.0206962
-20,-13.8963,0.0225313
-20,-13.796,0.0243526
-20,-13.6957,0.0260507
-20,-13.5953,0.0275184
-20,-13.495,0.0286591
-20,-13.3946,0.029391
-20,-13.2943,0.0296511
-20,-13.194,0.0293997
-20,-13.0936,0.0286215
-20,-12.9933,0.0273307
-20,-12.893,0.0255641
-20,-12.7926,0.0233863
-20,-12.6923,0.0208792
-20,-12.592,0.0181478
-20,-12.4916,0.0153033
-20,-12.3913,0.0124733
-20,-12.291,0.00978556
-20,-12.1906,0.00736768
-20,-12.0903,0.00534315
-20,-11.99,0.00382145
-20,-11.8896,0.00289355
-20,-11.7893,0.00262536
-20,-11.689,0.0030532
-20,-11.5886,0.00417826
-20,-11.4883,0.00596518
-20,-11.388,0.00834237
-20,-11.2876,0.0112047
-20,-11.1873,0.0144161
-20,-11.087,0.0178189
-20,-10.9866,0.0212407
-20,-10.8863,0.0245028
-20,-10.786,0.0274285
-20,-10.6856,0.0298533
-20,-10.5853,0.0316349
-20,-10.4849,0.0336326
-20,-10.3846,0.0327957
-20,-10.2843,0.0320395
-20,-10.1839,0.0315132
-20,-10.0836,0.0281038
-20,-9.98328,0.0257512
-20,-9.88294,0.0221774
-20,-9.78261,0.0181177
-20,-9.68227,0.0142835
-20,-9.58194,0.010521
-20,-9.48161,0.00718149
-20,-9.38127,0.00435254
-20,-9.28094,0.00233685
-20,-9.1806,0.0012109
-20,-9.08027,0.0011693
-20,-8.97993,0.00228321
-20,-8.8796,0.00448803
-20,-8.77926,0.00771268
-20,-8.67893,0.0118273
-20,-8.5786,0.016651
-20,-8.47826,0.0219215
-20,-8.37793,0.0273686
-20,-8.27759,0.0326739
-20,-8.17726,0.0375955
-20,-8.07692,0.0418084
-20,-7.97659,0.0450578
-20,-7.87625,0.0471845
-20,-7.77592,0.0480153
-20,-7.67559,0.0475139
-20,-7.57525,0.0456722
-20,-7.47492,0.0425929
-20,-7.37458,0.0384452
-20,-7.27425,0.0334726
-20,-7.17391,0.0279652
-20,-7.07358,0.022252
-20,-6.97324,0.0166777
-20,-6.87291,0.0115916
-20,-6.77258,0.0073152
-20,-6.67224,0.004133
-20,-6.57191,0.00227478
-20,-6.47157,0.00190554
-20,-6.37124,0.00311992
-20,-6.2709,0.0059401
-20,-6.17057,0.0103192
-20,-6.07023,0.0161467
-20,-5.9699,0.0232555
-20,-5.86957,0.031432
-20,-5.76923,0.040425
-20,-5.6689,0.0499551
-20,-5.56856,0.0597228
-20,-5.46823,0.0694192
-20,-5.36789,0.0787272
-20,-5.26756,0.0873374
-20,-5.16722,0.0949527
-20,-5.06689,0.101295
-20,-4.96656,0.106121
-20,-4.86622,0.109228
-20,-4.76589,0.110471
-20,-4.66555,0.109776
-20,-4.56522,0.107144
-20,-4.46488,0.10267
-20,-4.36455,0.0965411
-20,-4.26421,0.0890445
-20,-4.16388,0.0805483
-20,-4.06355,0.0714955
-20,-3.96321,0.0623741
-20,-3.86288,0.0536829
-20,-3.76254,0.0458917
-20,-3.66221,0.0393989
-20,-3.56187,0.0344864
-20,-3.46154,0.0312865
-20,-3.3612,0.0297578
-20,-3.26087,0.0296771
-20,-3.16054,0.0306575
-20,-3.0602,0.0321846
-20,-2.95987,0.0336758
-20,-2.85953,0.0345574
-20,-2.7592,0.0343469
-20,-2.65886,0.032737
-20,-2.55853,0.0296612
-20,-2.45819,0.0253392
-20,-2.35786,0.0202815
-20,-2.25753,0.0152577
-20,-2.15719,0.0112189
-20,-2.05686,0.00918795
-20,-1.95652,0.0101224
-20,-1.85619,0.014773
-20,-1.75585,0.0235534
-20,-1.65552,0.0364398
-20,-1.55518,0.0529269
-20,-1.45485,0.0720396
-20,-1.35452,0.0924137
-20,-1.25418,0.112433
-20,-1.15385,0.130411
-20,-1.05351,0.144789
-20,-0.953177,0.154337
-20,-0.852843,0.158295
-20,-0.752508,0.15648
-20,-0.652174,0.149296
-20,-0.551839,0.137673
-20,-0.451505,0.121449
-20,-0.351171,0.107836
-20,-0.250836,0.0940357
-20,-0.150502,0.0766417
-20,-0.0501672,0.0606493
-20,0.0501672,0.0532652
-20,0.150502,0.0445066
-20,0.250836,0.0390541
-20,0.351171,0.0343816
-20,0.451505,0.0319976
-20,0.551839,0.0312485
-20,0.652174,0.0276888
-20,0.752508,0.0242174
-20,0.852843,0.0201368
-20,0.953177,0.0154758
-20,1.05351,0.011275
-20,1.15385,0.00711271
-20,1.25418,0.00369746
-20,1.35452,0.00164152
-20,1.45485,0.000918496
-20,1.55518,0.00189832
-20,1.65552,0.00458153
-20,1.75585,0.00901743
-20,1.85619,0.0152032
-20,1.95652,0.0231404
-20,2.05686,0.0325714
-20,2.15719,0.0432131
-20,2.25753,0.0545301
-20,2.35786,0.0657032
-20,2.45819,0.0758963
-20,2.55853,0.0840832
-20,2.65886,0.0894659
-20,2.7592,0.0913014
-20,2.85953,0.0893967
-20,2.95987,0.0838239
-20,3.0602,0.0750965
-20,3.16054,0.0640407
-20,3.26087,0.0516547
-20,3.3612,0.0389959
-20,3.46154,0.0270599
-20,3.56187,0.0166443
-20,3.66221,0.00849713
-20,3.76254,0.00311648
-20,3.86288,0.00096219
-20,3.96321,0.00239974
-20,4.06355,0.00776557
-20,4.16388,0.0173414
-20,4.26421,0.0311429
-20,4.36455,0.0490882
-20,4.46488,0.070563
-20,4.56522,0.0946827
-20,4.66555,0.120381
-20,4.76589,0.145224
-20,4.86622,0.167885
-20,4.96656,0.186343
-20,5.06689,0.198262
-20,5.16722,0.201256
-20,5.26756,0.197672
-20,5.36789,0.185847
-20,5.46823,0.166865
-20,5.56856,0.142198
-20,5.6689,0.114347
-20,5.76923,0.085882
-20,5.86957,0.0593992
-20,5.9699,0.0372105
-20,6.07023,0.0211023
-20,6.17057,0.0121476
-20,6.2709,0.0106174
-20,6.37124,0.0159937
-20,6.47157,0.0270738
-20,6.57191,0.0421477
-20,6.67224,0.0592254
-20,6.77258,0.0762761
-20,6.87291,0.0914558
-20,6.97324,0.10329
-20,7.07358,0.110805
-20,7.17391,0.113577
-20,7.27425,0.111725
-20,7.37458,0.105844
-20,7.47492,0.0968894
-20,7.57525,0.0860332
-20,7.67559,0.0745232
-20,7.77592,0.063543
-20,7.87625,0.0541005
-20,7.97659,0.0469491
-20,8.07692,0.0425462
-20,8.17726,0.0410459
-20,8.27759,0.0423243
-20,8.37793,0.0460257
-20,8.47826,0.0516265
-20,8.5786,0.0585029
-20,8.67893,0.0659973
-20,8.77926,0.0734762
-20,8.8796,0.0803775
-20,8.97993,0.0862414
-20,9.08027,0.0907284
-20,9.1806,0.0936272
-20,9.28094,0.0948447
-20,9.38127,0.0943964
-20,9.48161,0.0923863
-20,9.58194,0.0889862
-20,9.68227,0.0844171
-20,9.78261,0.0789261
-20,9.88294,0.0727732
-20,9.98328,0.0662186
-20,10.0836,0.0595115
-20,10.1839,0.052886
-20,10.2843,0.0465572
-20,10.3846,0.0407214
-20,10.4849,0.0355537
-20,10.5853,0.0312083
-20,10.6856,0.0278204
-20,10.786,0.025501
-20,10.8863,0.0243356
-20,10.9866,0.0243783
-20,11.087,0.0256499
-20,11.1873,0.0281319
-20,11.2876,0.0317633
-20,11.388,0.0364404
-20,11.4883,0.0420204
-20,11.5886,0.0483193
-20,11.689,0.0551286
-20,11.7893,0.0622168
-20,11.8896,0.0693385
-20,11.99,0.0762509
-20,12.0903,0.0827212
-20,12.1906,0.0885416
-20,12.291,0.0935215
-20,12.3913,0.0975075
-20,12.4916,0.100394
-20,12.592,0.102093
-20,12.6923,0.102566
-20,12.7926,0.101824
-20,12.893,0.0998966
-20,12.9933,0.0968635
-20,13.0936,0.0928104
-20,13.194,0.0878929
-20,13.2943,0.0822454
-20,13.3946,0.0760316
-20,13.495,0.0694253
-20,13.5953,0.0626102
-20,13.6957,0.0556786
-20,13.796,0.0488811
-20,13.8963,0.042348
-20,13.9967,0.0360975
-20,14.097,0.0303831
-20,14.1973,0.0251696
-20,14.2977,0.0205265
-20,14.398,0.0164925
-20,14.4983,0.0130937
-20,14.5987,0.0101566
-20,14.699,0.00790557
-20,14.7993,0.00631902
-20,14.8997,0.00550419
-20,15,0.00454378
-19.8997,-15,0.0245004
-19.8997,-14.8997,0.0214206
-19.8997,-14.7993,0.0188039
-19.8997,-14.699,0.0167044
-19.8997,-14.5987,0.0151633
-19.8997,-14.4983,0.0141989
-19.8997,-14.398,0.013808
-19.8997,-14.2977,0.0139651
-19.8997,-14.1973,0.0146228
-19.8997,-14.097,0.0157156
-19.8997,-13.9967,0.0171592
-19.8997,-13.8963,0.018856
-19.8997,-13.796,0.0206986
-19.8997,-13.6957,0.0225712
-19.8997,-13.5953,0.0243607
-19.8997,-13.495,0.0259555
-19.8997,-13.3946,0.0272531
-19.8997,-13.2943,0.0281659
-19.8997,-13.194,0.0286266
-19.8997,-13.0936,0.0285885
-19.8997,-12.9933,0.0280335
-19.8997,-12.893,0.0269608
-19.8997,-12.7926,0.0254099
-19.8997,-12.6923,0.0234273
-19.8997,-12.592,0.0210936
-19.8997,-12.4916,0.0185022
-19.8997,-12.3913,0.0157615
-19.8997,-12.291,0.012996
-19.8997,-12.1906,0.0103338
-19.8997,-12.0903,0.00790563
-19.8997,-11.99,0.00583669
-19.8997,-11.8896,0.00424238
-19.8997,-11.7893,0.00321793
-19.8997,-11.689,0.00283381
-19.8997,-11.5886,0.00312869
-19.8997,-11.4883,0.00410773
-19.8997,-11.388,0.00573699
-19.8997,-11.2876,0.00794848
-19.8997,-11.1873,0.0106399
-19.8997,-11.087,0.0136805
-19.8997,-10.9866,0.0169157
-19.8997,-10.8863,0.0201767
-19.8997,-10.786,0.0232883
-19.8997,-10.6856,0.0260767
-19.8997,-10.5853,0.0283809
-19.8997,-10.4849,0.0302154
-19.8997,-10.3846,0.0310138
-19.8997,-10.2843,0.0314758
-19.8997,-10.1839,0.0311253
-19.8997,-10.0836,0.0290986
-19.8997,-9.98328,0.0266204
-19.8997,-9.88294,0.023305
-19.8997,-9.78261,0.0205419
-19.8997,-9.68227,0.0166594
-19.8997,-9.58194,0.0131324
-19.8997,-9.48161,0.00936621
-19.8997,-9.38127,0.00620248
-19.8997,-9.28094,0.00357455
-19.8997,-9.1806,0.0017826
-19.8997,-9.08027,0.00091089
-19.8997,-8.97993,0.0011141
-19.8997,-8.8796,0.00240483
-19.8997,-8.77926,0.00474158
-19.8997,-8.67893,0.00810241
-19.8997,-8.5786,0.0123011
-19.8997,-8.47826,0.0171418
-19.8997,-8.37793,0.0223996
-19.8997,-8.27759,0.0277411
-19.8997,-8.17726,0.0329485
-19.8997,-8.07692,0.0376658
-19.8997,-7.97659,0.04165
-19.8997,-7.87625,0.0446669
-19.8997,-7.77592,0.0465221
-19.8997,-7.67559,0.0471026
-19.8997,-7.57525,0.0463441
-19.8997,-7.47492,0.0442978
-19.8997,-7.37458,0.0410583
-19.8997,-7.27425,0.0368126
-19.8997,-7.17391,0.0318067
-19.8997,-7.07358,0.0263369
-19.8997,-6.97324,0.0207266
-19.8997,-6.87291,0.0153179
-19.8997,-6.77258,0.010441
-19.8997,-6.67224,0.00640361
-19.8997,-6.57191,0.00347168
-19.8997,-6.47157,0.00185609
-19.8997,-6.37124,0.00170683
-19.8997,-6.2709,0.00310666
-19.8997,-6.17057,0.0060712
-19.8997,-6.07023,0.0105519
-19.8997,-5.9699,0.0164404
-19.8997,-5.86957,0.0235763
-19.8997,-5.76923,0.0317527
-19.8997,-5.6689,0.0407272
-19.8997,-5.56856,0.050226
-19.8997,-5.46823,0.0599533
-19.8997,-5.36789,0.0695996
-19.8997,-5.26756,0.0788441
-19.8997,-5.16722,0.0873735
-19.8997,-5.06689,0.0948796
-19.8997,-4.96656,0.101075
-19.8997,-4.86622,0.105708
-19.8997,-4.76589,0.108572
-19.8997,-4.66555,0.109524
-19.8997,-4.56522,0.108491
-19.8997,-4.46488,0.105497
-19.8997,-4.36455,0.100662
-19.8997,-4.26421,0.0942114
-19.8997,-4.16388,0.0864732
-19.8997,-4.06355,0.0778637
-19.8997,-3.96321,0.068871
-19.8997,-3.86288,0.0600202
-19.8997,-3.76254,0.0518303
-19.8997,-3.66221,0.0447698
-19.8997,-3.56187,0.0392064
-19.8997,-3.46154,0.0353636
-19.8997,-3.3612,0.0332848
-19.8997,-3.26087,0.0328175
-19.8997,-3.16054,0.0336185
-19.8997,-3.0602,0.0351848
-19.8997,-2.95987,0.0369075
-19.8997,-2.85953,0.0381498
-19.8997,-2.7592,0.038337
-19.8997,-2.65886,0.0370484
-19.8997,-2.55853,0.0341028
-19.8997,-2.45819,0.0296148
-19.8997,-2.35786,0.0240217
-19.8997,-2.25753,0.0180611
-19.8997,-2.15719,0.0127062
-19.8997,-2.05686,0.00905738
-19.8997,-1.95652,0.0081995
-19.8997,-1.85619,0.0110481
-19.8997,-1.75585,0.0181984
-19.8997,-1.65552,0.0298062
-19.8997,-1.55518,0.0455154
-19.8997,-1.45485,0.0644526
-19.8997,-1.35452,0.0852909
-19.8997,-1.25418,0.106383
-19.8997,-1.15385,0.125947
