x,y,psi2
-19.7995,0.351171,0.277796
-19.7995,0.451505,0.315556
-19.7995,0.551839,0.362387
-19.7995,0.652174,0.398519
-19.7995,0.752508,0.433308
-19.7995,0.852843,0.458326
-19.7995,0.953177,0.474202
-19.7995,1.05351,0.479367
-19.7995,1.15385,0.475863
-19.7995,1.25418,0.462934
-19.7995,1.35452,0.440383
-19.7995,1.45485,0.412519
-19.7995,1.55518,0.379191
-19.7995,1.65552,0.345105
-19.7995,1.75585,0.310441
-19.7995,1.85619,0.278921
-19.7995,1.95652,0.250969
-19.7995,2.05686,0.228213
-19.7995,2.15719,0.210184
-19.7995,2.25753,0.196421
-19.7995,2.35786,0.185846
-19.7995,2.45819,0.177208
-19.7995,2.55853,0.169447
-19.7995,2.65886,0.161557
-19.7995,2.7592,0.153259
-19.7995,2.85953,0.144232
-19.7995,2.95987,0.134665
-19.7995,3.0602,0.124906
-19.7995,3.16054,0.115295
-19.7995,3.26087,0.106101
-19.7995,3.3612,0.0976362
-19.7995,3.46154,0.0899988
-19.7995,3.56187,0.083326
-19.7995,3.66221,0.0775827
-19.7995,3.76254,0.0728381
-19.7995,3.86288,0.069273
-19.7995,3.96321,0.067005
-19.7995,4.06355,0.0662867
-19.7995,4.16388,0.0674187
-19.7995,4.26421,0.0709561
-19.7995,4.36455,0.0769087
-19.7995,4.46488,0.0861948
-19.7995,4.56522,0.0985805
-19.7995,4.66555,0.113727
-19.7995,4.76589,0.133695
-19.7995,4.86622,0.154031
-19.7995,4.96656,0.177853
-19.7995,5.06689,0.201665
-19.7995,5.16722,0.224887
-19.7995,5.26756,0.251982
-19.7995,5.36789,0.273534
-19.7995,5.46823,0.297908
-19.7995,5.56856,0.31372
-19.7995,5.6689,0.329229
-19.7995,5.76923,0.341841
-19.7995,5.86957,0.351801
-19.7995,5.9699,0.359559
-19.7995,6.07023,0.365731
-19.7995,6.17057,0.370983
-19.7995,6.2709,0.37598
-19.7995,6.37124,0.381262
-19.7995,6.47157,0.387218
-19.7995,6.57191,0.394001
-19.7995,6.67224,0.401525
-19.7995,6.77258,0.409455
-19.7995,6.87291,0.417242
-19.7995,6.97324,0.424196
-19.7995,7.07358,0.429535
-19.7995,7.17391,0.432483
-19.7995,7.27425,0.432334
-19.7995,7.37458,0.428549
-19.7995,7.47492,0.420805
-19.7995,7.57525,0.40904
-19.7995,7.67559,0.393463
-19.7995,7.77592,0.374563
-19.7995,7.87625,0.353078
-19.7995,7.97659,0.32994
-19.7995,8.07692,0.306226
-19.7995,8.17726,0.283087
-19.7995,8.27759,0.261675
-19.7995,8.37793,0.24308
-19.7995,8.47826,0.228259
-19.7995,8.5786,0.217993
-19.7995,8.67893,0.21284
-19.7995,8.77926,0.21312
-19.7995,8.8796,0.218903
-19.7995,8.97993,0.230014
-19.7995,9.08027,0.246056
-19.7995,9.1806,0.266435
-19.7995,9.28094,0.29041
-19.7995,9.38127,0.317124
-19.7995,9.48161,0.34566
-19.7995,9.58194,0.375084
-19.7995,9.68227,0.404489
-19.7995,9.78261,0.433037
-19.7995,9.88294,0.459977
-19.7995,9.98328,0.484682
-19.7995,10.0836,0.506649
-19.7995,10.1839,0.525515
-19.7995,10.2843,0.541026
-19.7995,10.3846,0.553066
-19.7995,10.4849,0.561609
-19.7995,10.5853,0.566722
-19.7995,10.6856,0.568534
-19.7995,10.786,0.567229
-19.7995,10.8863,0.563028
-19.7995,10.9866,0.556179
-19.7995,11.087,0.546955
-19.7995,11.1873,0.535621
-19.7995,11.2876,0.52246
-19.7995,11.388,0.507759
-19.7995,11.4883,0.491802
-19.7995,11.5886,0.474827
-19.7995,11.689,0.457111
-19.7995,11.7893,0.438867
-19.7995,11.8896,0.420291
-19.7995,11.99,0.40156
-19.7995,12.0903,0.382796
-19.7995,12.1906,0.364087
-19.7995,12.291,0.345511
-19.7995,12.3913,0.327107
-19.7995,12.4916,0.308897
-19.7995,12.592,0.290913
-19.7995,12.6923,0.273131
-19.7995,12.7926,0.255613
-19.7995,12.893,0.238332
-19.7995,12.9933,0.221337
-19.7995,13.0936,0.20467
-19.7995,13.194,0.188297
-19.7995,13.2943,0.172336
-19.7995,13.3946,0.156799
-19.7995,13.495,0.141794
-19.7995,13.5953,0.127152
-19.7995,13.6957,0.113009
-19.7995,13.796,0.0995741
-19.7995,13.8963,0.0869381
