x,y,psi2
-14.8872,-11.7893,0.054428
-14.8872,-11.689,0.052058
-14.8872,-11.5886,0.0510718
-14.8872,-11.4883,0.0486814
-14.8872,-11.388,0.0462187
-14.8872,-11.2876,0.044367
-14.8872,-11.1873,0.0419112
-14.8872,-11.087,0.0399322
-14.8872,-10.9866,0.0386866
-14.8872,-10.8863,0.0370005
-14.8872,-10.786,0.0363752
-14.8872,-10.6856,0.0364128
-14.8872,-10.5853,0.0376635
-14.8872,-10.4849,0.0401211
-14.8872,-10.3846,0.0444704
-14.8872,-10.2843,0.0502036
-14.8872,-10.1839,0.0581019
-14.8872,-10.0836,0.0681066
-14.8872,-9.98328,0.0804315
-14.8872,-9.88294,0.092424
-14.8872,-9.78261,0.116369
-14.8872,-9.68227,0.128634
-14.8872,-9.58194,0.153019
-14.8872,-9.48161,0.180211
-14.8872,-9.38127,0.209422
-14.8872,-9.28094,0.235045
-14.8872,-9.1806,0.266256
-14.8872,-9.08027,0.294882
-14.8872,-8.97993,0.324113
-14.8872,-8.8796,0.357374
-14.8872,-8.77926,0.386279
-14.8872,-8.67893,0.412735
-14.8872,-8.5786,0.437704
-14.8872,-8.47826,0.45824
-14.8872,-8.37793,0.476356
-14.8872,-8.27759,0.48945
-14.8872,-8.17726,0.497947
-14.8872,-8.07692,0.500535
-14.8872,-7.97659,0.497884
-14.8872,-7.87625,0.489124
-14.8872,-7.77592,0.475413
-14.8872,-7.67559,0.455963
-14.8872,-7.57525,0.431959
-14.8872,-7.47492,0.403912
-14.8872,-7.37458,0.372558
-14.8872,-7.27425,0.339139
-14.8872,-7.17391,0.304768
-14.8872,-7.07358,0.27117
-14.8872,-6.97324,0.239172
-14.8872,-6.87291,0.210489
-14.8872,-6.77258,0.186458
-14.8872,-6.67224,0.168657
-14.8872,-6.57191,0.157931
-14.8872,-6.47157,0.155534
-14.8872,-6.37124,0.162581
-14.8872,-6.2709,0.179215
-14.8872,-6.17057,0.205957
-14.8872,-6.07023,0.242135
-14.8872,-5.9699,0.287413
-14.8872,-5.86957,0.339839
-14.8872,-5.76923,0.398026
-14.8872,-5.6689,0.460662
-14.8872,-5.56856,0.525514
-14.8872,-5.46823,0.591154
-14.8872,-5.36789,0.656526
-14.8872,-5.26756,0.719575
-14.8872,-5.16722,0.77859
-14.8872,-5.06689,0.830556
-14.8872,-4.96656,0.872646
-14.8872,-4.86622,0.901128
-14.8872,-4.76589,0.911888
-14.8872,-4.66555,0.901503
-14.8872,-4.56522,0.516208
-14.8872,-4.46488,0.526545
-14.8872,-4.36455,0.752913
-14.8872,-4.26421,1.08115
-14.8872,-4.16388,1.39816
-14.8872,-4.06355,1.61942
-14.8872,-3.96321,1.69494
-14.8872,-3.86288,1.62015
-14.8872,-3.76254,1.423
-14.8872,-3.66221,1.15235
-14.8872,-3.56187,0.864405
-14.8872,-3.46154,0.608167
-14.8872,-3.3612,0.41529
-14.8872,-3.26087,0.29881
-14.8872,-3.16054,0.252354
-14.8872,-3.0602,0.256462
-14.8872,-2.95987,0.285767
-14.8872,-2.85953,0.316592
-14.8872,-2.7592,0.331142
-14.8872,-2.65886,0.326644
-14.8872,-2.55853,0.306362
-14.8872,-2.45819,0.284589
-14.8872,-2.35786,0.283048
-14.8872,-2.25753,0.318388
-14.8872,-2.15719,0.404627
-14.8872,-2.05686,0.544075
-14.8872,-1.95652,0.729518
-14.8872,-1.85619,1.01387
-14.8872,-1.75585,1.18336
-14.8872,-1.65552,1.32068
-14.8872,-1.55518,1.47364
-14.8872,-1.45485,1.48787
-14.8872,-1.35452,1.45976
-14.8872,-1.25418,1.30049
-14.8872,-1.15385,1.09397
-14.8872,-1.05351,0.828127
-14.8872,-0.953177,0.552938
-14.8872,-0.852843,0.313705
-14.8872,-0.752508,0.126479
-14.8872,-0.652174,0.0204716
-14.8872,-0.551839,0.00964073
-14.8872,-0.451505,0.088339
-14.8872,-0.351171,0.249652
-14.8872,-0.250836,0.449553
-14.8872,-0.150502,0.657629
-14.8872,-0.0501672,0.859936
-14.8872,0.0501672,1.00835
-14.8872,0.150502,1.06096
-14.8872,0.250836,1.07472
-14.8872,0.351171,1.00766
-14.8872,0.451505,0.87272
-14.8872,0.551839,0.72074
-14.8872,0.652174,0.602873
-14.8872,0.752508,0.481722
-14.8872,0.852843,0.43692
-14.8872,0.953177,0.456577
-14.8872,1.05351,0.562035
-14.8872,1.15385,0.695425
-14.8872,1.25418,0.870434
-14.8872,1.35452,1.04823
-14.8872,1.45485,1.19969
-14.8872,1.55518,1.30017
-14.8872,1.65552,1.33389
-14.8872,1.75585,1.29552
-14.8872,1.85619,1.19132
-14.8872,1.95652,1.03728
-14.8872,2.05686,0.855962
-14.8872,2.15719,0.672341
-14.8872,2.25753,0.509297
-14.8872,2.35786,0.3838
-14.8872,2.45819,0.304408
-14.8872,2.55853,0.270316
-14.8872,2.65886,0.272452
-14.8872,2.7592,0.295889
-14.8872,2.85953,0.323391
-14.8872,2.95987,0.339206
-14.8872,3.0602,0.332441
-14.8872,3.16054,0.299304
-14.8872,3.26087,0.243818
-14.8872,3.3612,0.176922
-14.8872,3.46154,0.114107
-14.8872,3.56187,0.0721019
-14.8872,3.66221,0.0652723
-14.8872,3.76254,0.102422
-14.8872,3.86288,0.18464
-14.8872,3.96321,0.338552
-14.8872,4.06355,0.430829
-14.8872,4.16388,0.589639
-14.8872,4.26421,0.728798
-14.8872,4.36455,0.782352
-14.8872,4.46488,0.881443
-14.8872,4.56522,0.835467
-14.8872,4.66555,0.737099
-14.8872,4.76589,0.664393
-14.8872,4.86622,0.504406
-14.8872,4.96656,0.364516
-14.8872,5.06689,0.241499
-14.8872,5.16722,0.165435
-14.8872,5.26756,0.138453
-14.8872,5.36789,0.160197
-14.8872,5.46823,0.233383
-14.8872,5.56856,0.327616
-14.8872,5.6689,0.428686
-14.8872,5.76923,0.531384
-14.8872,5.86957,0.599751
-14.8872,5.9699,0.624265
-14.8872,6.07023,0.62145
-14.8872,6.17057,0.56679
-14.8872,6.2709,0.488035
-14.8872,6.37124,0.398035
-14.8872,6.47157,0.327388
-14.8872,6.57191,0.272142
-14.8872,6.67224,0.26166
-14.8872,6.77258,0.294122
-14.8872,6.87291,0.371996
-14.8872,6.97324,0.457885
-14.8872,7.07358,0.551739
-14.8872,7.17391,0.631431
-14.8872,7.27425,0.67107
-14.8872,7.37458,0.65913
-14.8872,7.47492,0.592552
-14.8872,7.57525,0.476832
-14.8872,7.67559,0.331789
-14.8872,7.77592,0.187024
-14.8872,7.87625,0.0693722
-14.8872,7.97659,0.00668739
-14.8872,8.07692,0.0158792
-14.8872,8.17726,0.099596
-14.8872,8.27759,0.244785
-14.8872,8.37793,0.422067
-14.8872,8.47826,0.592012
-14.8872,8.5786,0.715522
-14.8872,8.67893,0.759503
-14.8872,8.77926,0.709578
-14.8872,8.8796,0.573234
-14.8872,8.97993,0.384942
-14.8872,9.08027,0.19487
-14.8872,9.1806,0.0631412
-14.8872,9.28094,0.0409065
-14.8872,9.38127,0.154823
-14.8872,9.48161,0.395946
-14.8872,9.58194,0.712539
-14.8872,9.68227,0.134238
-14.8872,9.78261,0.140325
-14.8872,9.88294,0.147052
-14.8872,9.98328,0.15265
-14.8872,10.0836,0.156459
-14.8872,10.1839,0.157467
-14.8872,10.2843,0.154861
-14.8872,10.3846,0.148586
-14.8872,10.4849,0.139314
-14.8872,10.5853,0.127932
-14.8872,10.6856,0.115242
-14.8872,10.786,0.102539
-14.8872,10.8863,0.0905158
-14.8872,10.9866,0.0802465
-14.8872,11.087,0.071498
-14.8872,11.1873,0.0646223
-14.8872,11.2876,0.0590369
-14.8872,11.388,0.0548484
-14.8872,11.4883,0.0513307
-14.8872,11.5886,0.0483673
-14.8872,11.689,0.0455588
-14.8872,11.7893,0.043162
-14.8872,11.8896,0.0404618
-14.8872,11.99,0.0377915
-14.8872,12.0903,0.0353163
-14.8872,12.1906,0.0326358
-14.8872,12.291,0.0301432
-14.8872,12.3913,0.0278539
-14.8872,12.4916,0.0258513
-14.8872,12.592,0.0242379
-14.8872,12.6923,0.0233107
-14.8872,12.7926,0.0229921
-14.8872,12.893,0.0235703
-14.8872,12.9933,0.0249702
-14.8872,13.0936,0.0275318
-14.8872,13.194,0.0311799
-14.8872,13.2943,0.0361358
-14.8872,13.3946,0.0420406
-14.8872,13.495,0.0497514
-14.8872,13.5953,0.0584265
-14.8872,13.6957,0.0685462
-14.8872,13.796,0.0795441
-14.8872,13.8963,0.0926547
-14.8872,13.9967,0.107301
-14.8872,14.097,0.124446
-14.8872,14.1973,0.137466
-14.8872,14.2977,0.156722
-14.8872,14.398,0.17328
-14.8872,14.4983,0.195025
-14.8872,14.5987,0.217456
-14.8872,14.699,0.238223
-14.8872,14.7993,0.253617
-14.8872,14.8997,0.2734
-14.8872,15,0.291675
-14.787,-15,0.034138
-14.787,-14.8997,0.0370013
-14.787,-14.7993,0.040106
-14.787,-14.699,0.0434005
-14.787,-14.5987,0.0468287
-14.787,-14.4983,0.0503296
-14.787,-14.398,0.0538464
-14.787,-14.2977,0.0573224
-14.787,-14.1973,0.060709
-14.787,-14.097,0.0639587
-14.787,-13.9967,0.0670336
-14.787,-13.8963,0.069893
-14.787,-13.796,0.0725035
-14.787,-13.6957,0.0748291
-14.787,-13.5953,0.0768322
-14.787,-13.495,0.0679679
-14.787,-13.3946,0.0811782
-14.787,-13.2943,0.088055
-14.787,-13.194,0.0808702
-14.787,-13.0936,0.0810121
-14.787,-12.9933,0.0857091
-14.787,-12.893,0.0840156
-14.787,-12.7926,0.0760676
-14.787,-12.6923,0.0768662
-14.787,-12.592,0.0723698
-14.787,-12.4916,0.0719032
-14.787,-12.3913,0.0682909
-14.787,-12.291,0.0688879
-14.787,-12.1906,0.0643017
-14.787,-12.0903,0.0614382
-14.787,-11.99,0.0582298
-14.787,-11.8896,0.0549313
-14.787,-11.7893,0.0517864
-14.787,-11.689,0.0485188
-14.787,-11.5886,0.0461898
-14.787,-11.4883,0.0432829
-14.787,-11.388,0.0399677
-14.787,-11.2876,0.0370797
-14.787,-11.1873,0.0344173
-14.787,-11.087,0.0315137
-14.787,-10.9866,0.0296649
-14.787,-10.8863,0.0274229
-14.787,-10.786,0.0269922
-14.787,-10.6856,0.0260887
-14.787,-10.5853,0.026473
-14.787,-10.4849,0.0282243
-14.787,-10.3846,0.0309741
-14.787,-10.2843,0.0351953
-14.787,-10.1839,0.0410647
-14.787,-10.0836,0.0485062
-14.787,-9.98328,0.0581528
-14.787,-9.88294,0.0695593
-14.787,-9.78261,0.0801353
-14.787,-9.68227,0.0987988
-14.787,-9.58194,0.117732
-14.787,-9.48161,0.137249
-14.787,-9.38127,0.159334
-14.787,-9.28094,0.182012
-14.787,-9.1806,0.206562
-14.787,-9.08027,0.233672
-14.787,-8.97993,0.259958
-14.787,-8.8796,0.286841
-14.787,-8.77926,0.313338
-14.787,-8.67893,0.339409
-14.787,-8.5786,0.363643
-14.787,-8.47826,0.384892
-14.787,-8.37793,0.403176
-14.787,-8.27759,0.419212
-14.787,-8.17726,0.430301
-14.787,-8.07692,0.436788
-14.787,-7.97659,0.439125
-14.787,-7.87625,0.435891
-14.787,-7.77592,0.428388
-14.787,-7.67559,0.415164
-14.787,-7.57525,0.397344
-14.787,-7.47492,0.375231
-14.787,-7.37458,0.349627
-14.787,-7.27425,0.320688
-14.787,-7.17391,0.290031
-14.787,-7.07358,0.258682
-14.787,-6.97324,0.227701
-14.787,-6.87291,0.198629
-14.787,-6.77258,0.172384
-14.787,-6.67224,0.150629
-14.787,-6.57191,0.134507
-14.787,-6.47157,0.125189
-14.787,-6.37124,0.123981
-14.787,-6.2709,0.131399
-14.787,-6.17057,0.148257
-14.787,-6.07023,0.174612
-14.787,-5.9699,0.20973
-14.787,-5.86957,0.252913
-14.787,-5.76923,0.30282
-14.787,-5.6689,0.357901
-14.787,-5.56856,0.416947
-14.787,-5.46823,0.478943
-14.787,-5.36789,0.542774
-14.787,-5.26756,0.607534
-14.787,-5.16722,0.671586
-14.787,-5.06689,0.732644
-14.787,-4.96656,0.787419
-14.787,-4.86622,0.830877
-14.787,-4.76589,1.1314
-14.787,-4.66555,0.644521
-14.787,-4.56522,0.404912
-14.787,-4.46488,0.407723
-14.787,-4.36455,0.59426
-14.787,-4.26421,0.876345
-14.787,-4.16388,1.16067
-14.787,-4.06355,1.37219
-14.787,-3.96321,1.46384
-14.787,-3.86288,1.42566
-14.787,-3.76254,1.27409
-14.787,-3.66221,1.05151
-14.787,-3.56187,0.804262
-14.787,-3.46154,0.577031
-14.787,-3.3612,0.401832
-14.787,-3.26087,0.292689
-14.787,-3.16054,0.247517
-14.787,-3.0602,0.250891
-14.787,-2.95987,0.280235
-14.787,-2.85953,0.31232
-14.787,-2.7592,0.332413
-14.787,-2.65886,0.331014
-14.787,-2.55853,0.31295
-14.787,-2.45819,0.29006
-14.787,-2.35786,0.280193
-14.787,-2.25753,0.30104
-14.787,-2.15719,0.36606
-14.787,-2.05686,0.480858
-14.787,-1.95652,0.641307
-14.787,-1.85619,0.895907
-14.787,-1.75585,1.00682
-14.787,-1.65552,1.15298
-14.787,-1.55518,1.33125
-14.787,-1.45485,1.37071
-14.787,-1.35452,1.3215
-14.787,-1.25418,1.19354
-14.787,-1.15385,1.00499
-14.787,-1.05351,0.783628
-14.787,-0.953177,0.536603
-14.787,-0.852843,0.304934
-14.787,-0.752508,0.137908
-14.787,-0.652174,0.0478279
-14.787,-0.551839,0.0509478
-14.787,-0.451505,0.139727
-14.787,-0.351171,0.299448
-14.787,-0.250836,0.510651
-14.787,-0.150502,0.732096
-14.787,-0.0501672,0.929988
-14.787,0.0501672,1.05883
-14.787,0.150502,1.15151
-14.787,0.250836,1.12831
-14.787,0.351171,1.06372
-14.787,0.451505,0.945526
-14.787,0.551839,0.781914
-14.787,0.652174,0.635586
-14.787,0.752508,0.543822
-14.787,0.852843,0.501036
-14.787,0.953177,0.519607
-14.787,1.05351,0.613792
-14.787,1.15385,0.771913
-14.787,1.25418,0.952337
-14.787,1.35452,1.14379
-14.787,1.45485,1.31041
-14.787,1.55518,1.42576
-14.787,1.65552,1.47242
-14.787,1.75585,1.44433
-14.787,1.85619,1.34686
-14.787,1.95652,1.19567
-14.787,2.05686,1.01343
-14.787,2.15719,0.82545
-14.787,2.25753,0.655296
-14.787,2.35786,0.520732
-14.787,2.45819,0.430982
-14.787,2.55853,0.385909
-14.787,2.65886,0.376792
-14.787,2.7592,0.388849
-14.787,2.85953,0.404821
-14.787,2.95987,0.408856
-14.787,3.0602,0.389992
-14.787,3.16054,0.344543
-14.787,3.26087,0.276903
-14.787,3.3612,0.198674
-14.787,3.46154,0.126273
-14.787,3.56187,0.0775162
-14.787,3.66221,0.0678738
-14.787,3.76254,0.107308
-14.787,3.86288,0.158167
-14.787,3.96321,0.390341
-14.787,4.06355,0.498279
-14.787,4.16388,0.692375
-14.787,4.26421,0.861476
-14.787,4.36455,0.895006
-14.787,4.46488,1.00745
-14.787,4.56522,1.00483
-14.787,4.66555,0.940361
-14.787,4.76589,0.85379
-14.787,4.86622,0.708643
-14.787,4.96656,0.560366
-14.787,5.06689,0.457597
-14.787,5.16722,0.382254
-14.787,5.26756,0.353953
-14.787,5.36789,0.371714
-14.787,5.46823,0.437121
-14.787,5.56856,0.541874
-14.787,5.6689,0.647341
-14.787,5.76923,0.733513
-14.787,5.86957,0.791462
-14.787,5.9699,0.810395
-14.787,6.07023,0.779316
-14.787,6.17057,0.705126
-14.787,6.2709,0.595468
-14.787,6.37124,0.468999
-14.787,6.47157,0.357699
-14.787,6.57191,0.265585
-14.787,6.67224,0.213064
-14.787,6.77258,0.19744
-14.787,6.87291,0.237155
-14.787,6.97324,0.300698
-14.787,7.07358,0.374984
-14.787,7.17391,0.442909
-14.787,7.27425,0.48053
-14.787,7.37458,0.479913
-14.787,7.47492,0.433755
-14.787,7.57525,0.348907
-14.787,7.67559,0.240258
-14.787,7.77592,0.13242
-14.787,7.87625,0.0492591
-14.787,7.97659,0.0120875
-14.787,8.07692,0.0339563
-14.787,8.17726,0.115395
-14.787,8.27759,0.243237
-14.787,8.37793,0.39122
-14.787,8.47826,0.528035
-14.787,8.5786,0.621659
-14.787,8.67893,0.646276
-14.787,8.77926,0.595588
-14.787,8.8796,0.480286
-14.787,8.97993,0.328538
-14.787,9.08027,0.185445
-14.787,9.1806,0.0980431
-14.787,9.28094,0.103032
-14.787,9.38127,0.217242
-14.787,9.48161,0.426426
-14.787,9.58194,0.687678
-14.787,9.68227,0.933488
-14.787,9.78261,1.09026
-14.787,9.88294,0.165966
-14.787,9.98328,0.170453
-14.787,10.0836,0.171907
-14.787,10.1839,0.169512
-14.787,10.2843,0.16286
-14.787,10.3846,0.152577
-14.787,10.4849,0.139312
-14.787,10.5853,0.124036
-14.787,10.6856,0.108222
-14.787,10.786,0.0931552
-14.787,10.8863,0.0796451
-14.787,10.9866,0.0682603
-14.787,11.087,0.0591499
-14.787,11.1873,0.0521305
-14.787,11.2876,0.0470005
-14.787,11.388,0.0429327
-14.787,11.4883,0.0397248
-14.787,11.5886,0.037002
-14.787,11.689,0.0347574
-14.787,11.7893,0.0323854
-14.787,11.8896,0.0302551
-14.787,11.99,0.0279081
-14.787,12.0903,0.025889
-14.787,12.1906,0.0240235
-14.787,12.291,0.022448
-14.787,12.3913,0.021244
-14.787,12.4916,0.0203985
-14.787,12.592,0.0203629
-14.787,12.6923,0.0210578
-14.787,12.7926,0.0225311
-14.787,12.893,0.0250043
-14.787,12.9933,0.0285396
-14.787,13.0936,0.0331673
-14.787,13.194,0.0393605
-14.787,13.2943,0.0463788
-14.787,13.3946,0.0547877
-14.787,13.495,0.0653392
-14.787,13.5953,0.0757033
-14.787,13.6957,0.0878656
-14.787,13.796,0.102368
-14.787,13.8963,0.115933
-14.787,13.9967,0.132741
-14.787,14.097,0.150979
-14.787,14.1973,0.169032
-14.787,14.2977,0.188204
-14.787,14.398,0.210166
-14.787,14.4983,0.229275
-14.787,14.5987,0.241629
-14.787,14.699,0.261241
-14.787,14.7993,0.287642
-14.787,14.8997,0.303574
-14.787,15,0.322402
-14.6867,-15,0.0258878
-14.6867,-14.8997,0.0291229
-14.6867,-14.7993,0.0328077
-14.6867,-14.699,0.0368899
-14.6867,-14.5987,0.0413057
-14.6867,-14.4983,0.0459859
-14.6867,-14.398,0.0508533
-14.6867,-14.2977,0.0558339
-14.6867,-14.1973,0.0608501
-14.6867,-14.097,0.0658291
-14.6867,-13.9967,0.0707041
-14.6867,-13.8963,0.075397
-14.6867,-13.796,0.0798388
-14.6867,-13.6957,0.0839558
-14.6867,-13.5953,0.0787433
-14.6867,-13.495,0.0905746
-14.6867,-13.3946,0.101182
-14.6867,-13.2943,0.0925617
-14.6867,-13.194,0.0938976
-14.6867,-13.0936,0.0904985
-14.6867,-12.9933,0.0987592
-14.6867,-12.893,0.100844
-14.6867,-12.7926,0.0961336
-14.6867,-12.6923,0.0946311
-14.6867,-12.592,0.0915986
-14.6867,-12.4916,0.0887863
-14.6867,-12.3913,0.0841045
-14.6867,-12.291,0.0805736
-14.6867,-12.1906,0.0758807
-14.6867,-12.0903,0.0719123
-14.6867,-11.99,0.0666106
-14.6867,-11.8896,0.0628432
-14.6867,-11.7893,0.0577661
-14.6867,-11.689,0.0529947
-14.6867,-11.5886,0.0475681
-14.6867,-11.4883,0.0440108
-14.6867,-11.388,0.0388365
-14.6867,-11.2876,0.0351933
-14.6867,-11.1873,0.0317421
-14.6867,-11.087,0.0283898
-14.6867,-10.9866,0.0255602
-14.6867,-10.8863,0.0235027
-14.6867,-10.786,0.022043
-14.6867,-10.6856,0.0213471
-14.6867,-10.5853,0.0212982
-14.6867,-10.4849,0.0222905
-14.6867,-10.3846,0.0243594
-14.6867,-10.2843,0.027431
-14.6867,-10.1839,0.0320242
-14.6867,-10.0836,0.0379136
-14.6867,-9.98328,0.0454859
-14.6867,-9.88294,0.0544407
-14.6867,-9.78261,0.0641431
-14.6867,-9.68227,0.0788723
-14.6867,-9.58194,0.0916136
-14.6867,-9.48161,0.107569
-14.6867,-9.38127,0.123557
-14.6867,-9.28094,0.144361
-14.6867,-9.1806,0.167358
-14.6867,-9.08027,0.188167
-14.6867,-8.97993,0.208995
-14.6867,-8.8796,0.230567
-14.6867,-8.77926,0.253741
-14.6867,-8.67893,0.275366
-14.6867,-8.5786,0.297886
-14.6867,-8.47826,0.31624
-14.6867,-8.37793,0.335404
-14.6867,-8.27759,0.35033
-14.6867,-8.17726,0.362204
-14.6867,-8.07692,0.371583
-14.6867,-7.97659,0.37676
-14.6867,-7.87625,0.378118
-14.6867,-7.77592,0.374784
-14.6867,-7.67559,0.366726
-14.6867,-7.57525,0.354469
-14.6867,-7.47492,0.337866
-14.6867,-7.37458,0.317818
-14.6867,-7.27425,0.29424
-14.6867,-7.17391,0.268365
-14.6867,-7.07358,0.240756
-14.6867,-6.97324,0.212528
-14.6867,-6.87291,0.184748
-14.6867,-6.77258,0.15846
-14.6867,-6.67224,0.134992
-14.6867,-6.57191,0.115497
-14.6867,-6.47157,0.101261
-14.6867,-6.37124,0.0934893
-14.6867,-6.2709,0.0933093
-14.6867,-6.17057,0.101391
-14.6867,-6.07023,0.118169
-14.6867,-5.9699,0.143515
-14.6867,-5.86957,0.176856
-14.6867,-5.76923,0.217044
-14.6867,-5.6689,0.263017
-14.6867,-5.56856,0.313966
-14.6867,-5.46823,0.36912
-14.6867,-5.36789,0.428301
-14.6867,-5.26756,0.491047
-14.6867,-5.16722,0.556688
-14.6867,-5.06689,0.623143
-14.6867,-4.96656,1.88133
-14.6867,-4.86622,1.35416
-14.6867,-4.76589,0.839675
-14.6867,-4.66555,0.468065
-14.6867,-4.56522,0.289395
-14.6867,-4.46488,0.304339
-14.6867,-4.36455,0.470496
-14.6867,-4.26421,0.717739
-14.6867,-4.16388,0.971191
-14.6867,-4.06355,1.16479
-14.6867,-3.96321,1.25813
-14.6867,-3.86288,1.23829
-14.6867,-3.76254,1.11841
-14.6867,-3.66221,0.93194
-14.6867,-3.56187,0.719904
-14.6867,-3.46154,0.522581
-14.6867,-3.3612,0.369487
-14.6867,-3.26087,0.275758
-14.6867,-3.16054,0.240557
-14.6867,-3.0602,0.25101
-14.6867,-2.95987,0.286112
-14.6867,-2.85953,0.323972
-14.6867,-2.7592,0.347841
-14.6867,-2.65886,0.349001
-14.6867,-2.55853,0.328721
-14.6867,-2.45819,0.298489
-14.6867,-2.35786,0.273655
-14.6867,-2.25753,0.272968
-14.6867,-2.15719,0.311737
-14.6867,-2.05686,0.396439
-14.6867,-1.95652,0.52682
-14.6867,-1.85619,0.681269
-14.6867,-1.75585,0.919882
-14.6867,-1.65552,1.03625
-14.6867,-1.55518,1.16294
-14.6867,-1.45485,1.18141
-14.6867,-1.35452,1.15284
-14.6867,-1.25418,1.07555
-14.6867,-1.15385,0.932173
-14.6867,-1.05351,0.735694
-14.6867,-0.953177,0.519064
-14.6867,-0.852843,0.327101
-14.6867,-0.752508,0.184381
-14.6867,-0.652174,0.115911
-14.6867,-0.551839,0.131635
-14.6867,-0.451505,0.228736
-14.6867,-0.351171,0.390883
-14.6867,-0.250836,0.593468
-14.6867,-0.150502,0.8055
-14.6867,-0.0501672,0.997499
-14.6867,0.0501672,1.12664
-14.6867,0.150502,1.20346
-14.6867,0.250836,1.1818
-14.6867,0.351171,1.09168
-14.6867,0.451505,0.962777
-14.6867,0.551839,0.798474
-14.6867,0.652174,0.654878
-14.6867,0.752508,0.556585
-14.6867,0.852843,0.49075
-14.6867,0.953177,0.524882
-14.6867,1.05351,0.625481
-14.6867,1.15385,0.777014
-14.6867,1.25418,0.980875
-14.6867,1.35452,1.18812
-14.6867,1.45485,1.36589
-14.6867,1.55518,1.49413
-14.6867,1.65552,1.55411
-14.6867,1.75585,1.53806
-14.6867,1.85619,1.45071
-14.6867,1.95652,1.30719
-14.6867,2.05686,1.12986
-14.6867,2.15719,0.944065
-14.6867,2.25753,0.773619
-14.6867,2.35786,0.636611
-14.6867,2.45819,0.542748
-14.6867,2.55853,0.492236
-14.6867,2.65886,0.476616
-14.6867,2.7592,0.481236
-14.6867,2.85953,0.488813
-14.6867,2.95987,0.483444
-14.6867,3.0602,0.454144
-14.6867,3.16054,0.397325
-14.6867,3.26087,0.317726
-14.6867,3.3612,0.22755
-14.6867,3.46154,0.144096
-14.6867,3.56187,0.0861946
-14.6867,3.66221,0.0702499
-14.6867,3.76254,0.110738
-14.6867,3.86288,0.219349
-14.6867,3.96321,0.332044
-14.6867,4.06355,0.508258
-14.6867,4.16388,0.705062
-14.6867,4.26421,0.862135
-14.6867,4.36455,1.00597
-14.6867,4.46488,1.12483
-14.6867,4.56522,1.15999
-14.6867,4.66555,1.11122
-14.6867,4.76589,1.02702
-14.6867,4.86622,0.919785
-14.6867,4.96656,0.80974
-14.6867,5.06689,0.711429
-14.6867,5.16722,0.651622
-14.6867,5.26756,0.628766
-14.6867,5.36789,0.655359
-14.6867,5.46823,0.727859
-14.6867,5.56856,0.81616
-14.6867,5.6689,0.924442
-14.6867,5.76923,1.00364
-14.6867,5.86957,1.05067
-14.6867,5.9699,1.05551
-14.6867,6.07023,1.00431
-14.6867,6.17057,0.897097
-14.6867,6.2709,0.753821
-14.6867,6.37124,0.592371
-14.6867,6.47157,0.432569
-14.6867,6.57191,0.301678
-14.6867,6.67224,0.199191
-14.6867,6.77258,0.15166
-14.6867,6.87291,0.146454
-14.6867,6.97324,0.17714
-14.6867,7.07358,0.229415
-14.6867,7.17391,0.283343
-14.6867,7.27425,0.320772
-14.6867,7.37458,0.327617
-14.6867,7.47492,0.30255
-14.6867,7.57525,0.245856
-14.6867,7.67559,0.171723
-14.6867,7.77592,0.0980434
-14.6867,7.87625,0.045211
-14.6867,7.97659,0.030545
-14.6867,8.07692,0.0628844
-14.6867,8.17726,0.141814
-14.6867,8.27759,0.254811
-14.6867,8.37793,0.380775
-14.6867,8.47826,0.492071
-14.6867,8.5786,0.563889
-14.6867,8.67893,0.579222
-14.6867,8.77926,0.532557
-14.6867,8.8796,0.436728
-14.6867,8.97993,0.317708
-14.6867,9.08027,0.21185
-14.6867,9.1806,0.156399
-14.6867,9.28094,0.178647
-14.6867,9.38127,0.288014
-14.6867,9.48161,0.468672
-14.6867,9.58194,0.684184
-14.6867,9.68227,0.879219
-14.6867,9.78261,1.00064
-14.6867,9.88294,1.00566
-14.6867,9.98328,0.18398
-14.6867,10.0836,0.182596
-14.6867,10.1839,0.1771
-14.6867,10.2843,0.166881
-14.6867,10.3846,0.15289
-14.6867,10.4849,0.135911
-14.6867,10.5853,0.117585
-14.6867,10.6856,0.09933
-14.6867,10.786,0.0824123
-14.6867,10.8863,0.0677866
-14.6867,10.9866,0.0560223
-14.6867,11.087,0.0469477
-14.6867,11.1873,0.0403364
-14.6867,11.2876,0.0356536
-14.6867,11.388,0.0322
-14.6867,11.4883,0.0294968
-14.6867,11.5886,0.0272547
-14.6867,11.689,0.0252076
-14.6867,11.7893,0.0235093
-14.6867,11.8896,0.0218941
-14.6867,11.99,0.0204141
-14.6867,12.0903,0.0191685
-14.6867,12.1906,0.0183136
-14.6867,12.291,0.0178657
-14.6867,12.3913,0.0180022
-14.6867,12.4916,0.0187935
-14.6867,12.592,0.0203133
-14.6867,12.6923,0.0227629
-14.6867,12.7926,0.0262915
-14.6867,12.893,0.0307589
-14.6867,12.9933,0.0364393
-14.6867,13.0936,0.0433388
-14.6867,13.194,0.0517198
-14.6867,13.2943,0.0609943
-14.6867,13.3946,0.0718597
-14.6867,13.495,0.0837955
-14.6867,13.5953,0.0973405
-14.6867,13.6957,0.111762
-14.6867,13.796,0.128106
-14.6867,13.8963,0.146142
-14.6867,13.9967,0.161323
